version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
original,28,0,1000,50,10,5,133.96,1.91,0.04,135.31,4.1703731,1.598051,0.3831914,32.12,0.46,0.01,32.45
original,30,0,1000,50,10,5,133.65,1.89,0.02,134.97,4.1583108,1.611181,0.3874605,32.14,0.45,0.0,32.46
original,32,0,1000,50,10,5,126.83,1.85,0.05,128.14,4.0301484,1.477926,0.3667175,31.47,0.46,0.01,31.8
original,34,0,1000,50,10,5,130.03,1.88,0.05,131.36,4.076095,1.534034,0.3763489,31.9,0.46,0.01,32.23
original,36,0,1000,50,10,5,133.04,1.91,0.03,134.37,4.1733329,1.601545,0.3837568,31.88,0.46,0.01,32.2
original,38,0,1000,50,10,5,136.65,1.94,0.05,138.01,4.2098855,1.639457,0.3894303,32.46,0.46,0.01,32.78
original,40,0,1000,50,10,5,134.57,1.92,0.03,135.91,4.1815097,1.625307,0.388689,32.18,0.46,0.01,32.5
original,42,0,1000,50,10,5,132.67,1.91,0.03,134.0,4.1414803,1.595966,0.3853612,32.03,0.46,0.01,32.36
original,44,0,1000,50,10,5,136.92,1.95,0.05,138.29,4.2294053,1.68188,0.3976635,32.37,0.46,0.01,32.7
original,46,0,1000,50,10,5,142.54,1.97,0.04,143.93,4.2971097,1.776077,0.413319,33.17,0.46,0.01,33.49
original,48,0,1000,50,10,5,132.27,1.91,0.04,133.61,4.1476246,1.575539,0.3798654,31.89,0.46,0.01,32.21
original,50,0,1000,50,10,5,137.42,1.95,0.05,138.8,4.21046,1.678758,0.3987113,32.64,0.46,0.01,32.97
original,52,0,1000,50,10,5,138.53,1.96,0.04,139.89,4.2673968,1.697501,0.3977837,32.46,0.46,0.01,32.78
original,54,0,1000,50,10,5,143.55,1.97,0.03,144.93,4.3433014,1.785595,0.4111147,33.05,0.45,0.01,33.37
original,56,0,1000,50,10,5,136.89,1.94,0.04,138.25,4.2336897,1.656481,0.3912618,32.33,0.46,0.01,32.65
original,58,0,1000,50,10,5,133.08,1.92,0.06,134.44,4.1426475,1.596511,0.3853842,32.12,0.46,0.01,32.45
original,60,0,1000,50,10,5,135.24,1.93,0.03,136.58,4.1882562,1.616175,0.3858826,32.29,0.46,0.01,32.61
original,62,0,1000,50,10,5,135.29,1.95,0.05,136.66,4.2095031,1.623439,0.3856605,32.14,0.46,0.01,32.46
original,64,0,1000,50,10,5,138.51,1.98,0.04,139.88,4.2812674,1.723885,0.4026576,32.35,0.46,0.01,32.67
original,1,0,1000,50,10,5,87.06,2.0,0.03,88.64,5.1504386,2.596376,0.5041077,16.9,0.39,0.01,17.21
original,2,0,1000,50,10,5,86.6,1.75,0.05,87.94,4.1904496,1.694022,0.4042578,20.67,0.42,0.01,20.99
original,4,0,1000,50,10,5,99.2,1.7,0.04,100.46,3.8777577,1.389281,0.3582692,25.58,0.44,0.01,25.91
original,6,0,1000,50,10,5,112.81,1.73,0.04,114.01,3.7967015,1.243437,0.3275045,29.71,0.46,0.01,30.03
original,8,0,1000,50,10,5,116.5,1.75,0.05,117.75,3.8311651,1.32038,0.3446419,30.41,0.46,0.01,30.73
original,10,0,1000,50,10,5,113.95,1.73,0.05,115.19,3.8085601,1.280763,0.3362854,29.92,0.45,0.01,30.25
original,12,0,1000,50,10,5,118.42,1.76,0.04,119.66,3.8392333,1.339544,0.3489092,30.84,0.46,0.01,31.17
original,14,0,1000,50,10,5,120.19,1.82,0.05,121.48,3.9983086,1.435352,0.3589898,30.06,0.46,0.01,30.38
original,16,0,1000,50,10,5,121.9,1.81,0.04,123.19,3.9630045,1.390291,0.3508174,30.76,0.46,0.01,31.09
original,18,0,1000,50,10,5,124.04,1.83,0.03,125.33,4.0031711,1.445069,0.3609811,30.99,0.46,0.01,31.31
original,20,0,1000,50,10,5,125.1,1.83,0.05,126.4,3.9849359,1.45485,0.3650874,31.39,0.46,0.01,31.72
original,22,0,1000,50,10,5,131.45,1.89,0.05,132.78,4.130354,1.558337,0.377289,31.83,0.46,0.01,32.15
original,24,0,1000,50,10,5,126.09,1.86,0.04,127.4,4.0710099,1.491739,0.3664297,30.97,0.46,0.01,31.29
original,26,0,1000,50,10,5,126.83,1.84,0.03,128.11,4.031465,1.493311,0.370414,31.46,0.46,0.01,31.78
original,28,0,1000,50,10,5,129.41,1.9,0.05,130.75,4.1528692,1.549603,0.3731403,31.16,0.46,0.01,31.48
original,30,0,1000,50,10,5,131.78,1.89,0.04,133.11,4.1415044,1.578271,0.3810864,31.82,0.46,0.01,32.14
original,32,0,1000,50,10,5,129.73,1.9,0.05,131.07,4.1373146,1.56731,0.378823,31.36,0.46,0.01,31.68
original,34,0,1000,50,10,5,138.31,1.95,0.04,139.68,4.2785547,1.707608,0.3991086,32.33,0.46,0.01,32.65
original,36,0,1000,50,10,5,136.39,1.93,0.03,137.73,4.1926485,1.65823,0.3955089,32.53,0.46,0.01,32.85
original,38,0,1000,50,10,5,135.31,1.93,0.06,136.68,4.1938052,1.640396,0.3911474,32.26,0.46,0.01,32.59
original,40,0,1000,50,10,5,139.54,1.97,0.04,140.91,4.266655,1.699284,0.3982708,32.7,0.46,0.01,33.03
original,42,0,1000,50,10,5,136.1,1.92,0.02,137.44,4.2088216,1.642779,0.390318,32.34,0.46,0.0,32.66
original,44,0,1000,50,10,5,145.73,2.03,0.05,147.17,4.4446202,1.851567,0.4165861,32.79,0.46,0.01,33.11
original,46,0,1000,50,10,5,133.14,1.95,0.05,134.53,4.2258646,1.608527,0.3806386,31.51,0.46,0.01,31.83
original,48,0,1000,50,10,5,146.25,2.01,0.03,147.65,4.395428,1.838094,0.4181832,33.27,0.46,0.01,33.59
original,50,0,1000,50,10,5,136.73,1.96,0.07,138.15,4.2399714,1.669552,0.3937649,32.25,0.46,0.02,32.58
original,52,0,1000,50,10,5,138.58,1.96,0.04,139.95,4.2600251,1.679483,0.3942425,32.53,0.46,0.01,32.85
original,54,0,1000,50,10,5,138.08,1.96,0.02,139.44,4.2872569,1.725054,0.4023678,32.21,0.46,0.0,32.52
original,56,0,1000,50,10,5,138.56,1.98,0.04,139.93,4.2903196,1.725246,0.4021253,32.3,0.46,0.01,32.62
original,58,0,1000,50,10,5,137.55,1.97,0.04,138.92,4.26259,1.706376,0.4003144,32.27,0.46,0.01,32.59
original,60,0,1000,50,10,5,136.55,1.95,0.03,137.9,4.2341309,1.652421,0.3902621,32.25,0.46,0.01,32.57
original,62,0,1000,50,10,5,137.12,1.95,0.04,138.47,4.2152112,1.675001,0.3973706,32.53,0.46,0.01,32.85
original,64,0,1000,50,10,5,137.48,1.97,0.05,138.86,4.2395872,1.722051,0.4061836,32.43,0.46,0.01,32.75
original,1,0,1000,50,10,5,86.7,1.99,0.04,88.29,5.1244209,2.593677,0.5061405,16.92,0.39,0.01,17.23
original,2,0,1000,50,10,5,90.76,1.83,0.07,92.16,4.4187133,1.8995,0.4298763,20.54,0.41,0.02,20.86
original,4,0,1000,50,10,5,100.49,1.71,0.05,101.75,3.8909667,1.399193,0.3596003,25.83,0.44,0.01,26.15
original,6,0,1000,50,10,5,109.82,1.69,0.04,111.01,3.7354447,1.227321,0.3285609,29.4,0.45,0.01,29.72
original,8,0,1000,50,10,5,113.4,1.75,0.05,114.65,3.8593998,1.329246,0.3444178,29.38,0.45,0.01,29.71
original,10,0,1000,50,10,5,121.0,1.79,0.05,122.27,3.9254223,1.391055,0.3543708,30.82,0.46,0.01,31.15
original,12,0,1000,50,10,5,119.53,1.76,0.04,120.78,3.8626295,1.340847,0.3471332,30.95,0.46,0.01,31.27
original,14,0,1000,50,10,5,117.82,1.76,0.05,119.07,3.8672809,1.337894,0.3459521,30.47,0.46,0.01,30.79
original,16,0,1000,50,10,5,122.82,1.82,0.05,124.11,3.9774444,1.417573,0.356403,30.88,0.46,0.01,31.2
original,18,0,1000,50,10,5,120.55,1.82,0.04,121.85,4.0068765,1.436301,0.358459,30.09,0.45,0.01,30.41
original,20,0,1000,50,10,5,126.0,1.84,0.04,127.3,4.0194331,1.463135,0.3640153,31.35,0.46,0.01,31.67
original,22,0,1000,50,10,5,123.26,1.82,0.05,124.55,3.9771901,1.415907,0.3560069,30.99,0.46,0.01,31.32
original,24,0,1000,50,10,5,129.24,1.87,0.03,130.55,4.0979355,1.52354,0.3717823,31.54,0.46,0.01,31.86
original,26,0,1000,50,10,5,129.18,1.87,0.04,130.49,4.0896137,1.51973,0.3716072,31.59,0.46,0.01,31.91
original,28,0,1000,50,10,5,130.52,1.88,0.03,131.83,4.1067397,1.541931,0.3754635,31.78,0.46,0.01,32.1
original,30,0,1000,50,10,5,130.76,1.88,0.04,132.07,4.1036217,1.53741,0.3746471,31.86,0.46,0.01,32.18
original,32,0,1000,50,10,5,133.79,1.9,0.04,135.13,4.150347,1.603992,0.3864718,32.24,0.46,0.01,32.56
original,34,0,1000,50,10,5,132.43,1.91,0.04,133.77,4.1653243,1.581956,0.3797918,31.79,0.46,0.01,32.12
original,36,0,1000,50,10,5,133.21,1.92,0.04,134.55,4.1896537,1.597836,0.3813766,31.79,0.46,0.01,32.11
original,38,0,1000,50,10,5,132.47,1.91,0.05,133.82,4.170491,1.591051,0.3815021,31.76,0.46,0.01,32.09
original,40,0,1000,50,10,5,137.86,1.95,0.05,139.24,4.2350006,1.703623,0.4022722,32.55,0.46,0.01,32.88
original,42,0,1000,50,10,5,131.14,1.9,0.02,132.45,4.1423306,1.568231,0.3785866,31.66,0.46,0.0,31.97
original,44,0,1000,50,10,5,133.49,1.94,0.04,134.86,4.2020486,1.623617,0.386387,31.77,0.46,0.01,32.09
original,46,0,1000,50,10,5,137.29,1.95,0.04,138.66,4.2273362,1.66188,0.393127,32.48,0.46,0.01,32.8
original,48,0,1000,50,10,5,127.67,1.87,0.03,128.97,4.0850655,1.499149,0.3669829,31.25,0.46,0.01,31.57
original,50,0,1000,50,10,5,136.04,1.96,0.04,137.42,4.2404794,1.646185,0.3882073,32.08,0.46,0.01,32.41
original,52,0,1000,50,10,5,135.18,1.93,0.06,136.55,4.1868913,1.608069,0.3840723,32.29,0.46,0.01,32.61
original,54,0,1000,50,10,5,135.13,1.93,0.03,136.47,4.1982263,1.61989,0.385851,32.19,0.46,0.01,32.51
original,56,0,1000,50,10,5,139.2,1.98,0.03,140.58,4.3124779,1.738658,0.4031691,32.28,0.46,0.01,32.6
original,58,0,1000,50,10,5,140.75,1.98,0.06,142.14,4.2771876,1.721474,0.402478,32.91,0.46,0.01,33.23
original,60,0,1000,50,10,5,135.18,1.91,0.03,136.51,4.1550024,1.623111,0.3906402,32.53,0.46,0.01,32.85
original,62,0,1000,50,10,5,138.06,1.97,0.04,139.44,4.2645848,1.68644,0.3954523,32.37,0.46,0.01,32.7
original,64,0,1000,50,10,5,139.19,1.98,0.04,140.57,4.2898778,1.712644,0.3992291,32.45,0.46,0.01,32.77
txact,1,1,1000,50,10,5,239.08,5.1,0.03,243.47,14.5933627,12.041829,0.8251579,16.38,0.35,0.0,16.68
txact,2,1,1000,50,10,5,122.68,2.25,0.06,124.44,5.5307672,3.005704,0.5434515,22.18,0.41,0.01,22.5
txact,4,1,1000,50,10,5,89.32,1.62,0.06,90.53,3.6875135,1.163812,0.3156089,24.22,0.44,0.02,24.55
txact,6,1,1000,50,10,5,77.05,1.46,0.03,78.08,3.2036623,0.662142,0.2066828,24.05,0.46,0.01,24.37
txact,8,1,1000,50,10,5,76.44,1.47,0.03,77.5,3.2599089,0.681912,0.2091813,23.45,0.45,0.01,23.77
txact,10,1,1000,50,10,5,74.47,1.4,0.03,75.46,3.0551198,0.565784,0.1851921,24.38,0.46,0.01,24.7
txact,12,1,1000,50,10,5,73.59,1.4,0.06,74.61,3.0436565,0.532266,0.1748772,24.18,0.46,0.02,24.51
txact,14,1,1000,50,10,5,72.73,1.41,0.03,73.72,3.1059819,0.556103,0.1790426,23.42,0.45,0.01,23.73
txact,16,1,1000,50,10,5,75.21,1.43,0.04,76.22,3.1521058,0.605453,0.1920789,23.86,0.45,0.01,24.18
txact,18,1,1000,50,10,5,73.33,1.42,0.04,74.35,3.110601,0.567015,0.1822847,23.57,0.46,0.01,23.9
txact,20,1,1000,50,10,5,74.69,1.44,0.05,75.7,3.1393048,0.584837,0.1862951,23.79,0.46,0.02,24.11
txact,22,1,1000,50,10,5,74.7,1.42,0.03,75.7,3.1400588,0.600769,0.1913241,23.79,0.45,0.01,24.11
txact,24,1,1000,50,10,5,74.04,1.43,0.03,75.06,3.0985175,0.579431,0.1870027,23.9,0.46,0.01,24.22
txact,26,1,1000,50,10,5,74.08,1.43,0.04,75.09,3.1230504,0.582617,0.1865538,23.72,0.46,0.01,24.04
txact,28,1,1000,50,10,5,74.75,1.45,0.04,75.78,3.1540196,0.597306,0.1893793,23.7,0.46,0.01,24.03
txact,30,1,1000,50,10,5,74.47,1.43,0.04,75.49,3.1286848,0.601919,0.1923872,23.8,0.46,0.01,24.13
txact,32,1,1000,50,10,5,77.06,1.46,0.04,78.08,3.1801875,0.664029,0.2088018,24.23,0.46,0.01,24.55
txact,34,1,1000,50,10,5,76.06,1.46,0.03,77.07,3.1452484,0.631988,0.2009342,24.18,0.46,0.01,24.5
txact,36,1,1000,50,10,5,75.79,1.46,0.03,76.8,3.1340233,0.631416,0.2014714,24.18,0.47,0.01,24.51
txact,38,1,1000,50,10,5,74.79,1.45,0.04,75.81,3.1586143,0.618381,0.195776,23.68,0.46,0.01,24.0
txact,40,1,1000,50,10,5,75.04,1.45,0.03,76.08,3.1824167,0.664437,0.2087838,23.58,0.46,0.01,23.91
txact,42,1,1000,50,10,5,74.75,1.46,0.04,75.78,3.1860741,0.62576,0.1964047,23.46,0.46,0.01,23.78
txact,44,1,1000,50,10,5,77.84,1.47,0.06,78.9,3.2155922,0.705636,0.219442,24.21,0.46,0.02,24.54
txact,46,1,1000,50,10,5,76.85,1.45,0.02,77.86,3.177051,0.669165,0.2106246,24.19,0.46,0.01,24.51
txact,48,1,1000,50,10,5,76.23,1.48,0.04,77.26,3.2311958,0.68554,0.2121629,23.59,0.46,0.01,23.91
txact,50,1,1000,50,10,5,77.08,1.47,0.04,78.11,3.2063553,0.695605,0.2169457,24.04,0.46,0.01,24.36
txact,52,1,1000,50,10,5,75.66,1.47,0.05,76.72,3.2168069,0.669235,0.2080433,23.52,0.46,0.02,23.85
txact,54,1,1000,50,10,5,77.35,1.46,0.02,78.39,3.2242027,0.692188,0.214685,23.99,0.45,0.01,24.31
txact,56,1,1000,50,10,5,77.25,1.49,0.03,78.3,3.280421,0.704733,0.21483,23.55,0.45,0.01,23.87
txact,58,1,1000,50,10,5,75.07,1.44,0.04,76.08,3.1372386,0.634305,0.2021858,23.93,0.46,0.01,24.25
txact,60,1,1000,50,10,5,74.77,1.45,0.05,75.8,3.1561196,0.637366,0.2019461,23.69,0.46,0.02,24.02
txact,62,1,1000,50,10,5,74.61,1.45,0.02,75.63,3.1720311,0.6593,0.2078479,23.52,0.46,0.01,23.84
txact,64,1,1000,50,10,5,74.51,1.46,0.05,75.54,3.1844483,0.647694,0.2033928,23.4,0.46,0.02,23.72
txact,1,1,1000,50,10,5,236.28,5.15,0.08,240.72,14.602905,12.068092,0.8264172,16.18,0.35,0.01,16.48
txact,2,1,1000,50,10,5,111.29,2.11,0.08,112.95,5.1313642,2.617946,0.5101852,21.69,0.41,0.02,22.01
txact,4,1,1000,50,10,5,90.49,1.65,0.04,91.7,3.7481472,1.244513,0.3320342,24.14,0.44,0.01,24.47
txact,6,1,1000,50,10,5,84.76,1.61,0.03,85.93,3.6487761,1.125273,0.3083974,23.23,0.44,0.01,23.55
txact,8,1,1000,50,10,5,76.09,1.48,0.04,77.15,3.2739768,0.721428,0.2203522,23.24,0.45,0.01,23.56
txact,10,1,1000,50,10,5,71.78,1.41,0.04,72.78,3.081809,0.544303,0.176618,23.29,0.46,0.01,23.62
txact,12,1,1000,50,10,5,72.64,1.41,0.03,73.63,3.0788638,0.541179,0.1757723,23.59,0.46,0.01,23.91
txact,14,1,1000,50,10,5,72.06,1.4,0.02,73.03,3.0639602,0.51739,0.1688632,23.52,0.46,0.01,23.84
txact,16,1,1000,50,10,5,71.24,1.41,0.03,72.21,3.0745119,0.52818,0.1717931,23.17,0.46,0.01,23.49
txact,18,1,1000,50,10,5,71.88,1.43,0.05,72.88,3.1163236,0.558775,0.1793058,23.07,0.46,0.02,23.39
txact,20,1,1000,50,10,5,72.58,1.44,0.05,73.62,3.1496703,0.590432,0.1874584,23.04,0.46,0.02,23.37
txact,22,1,1000,50,10,5,73.15,1.42,0.03,74.13,3.1070274,0.603017,0.1940817,23.54,0.46,0.01,23.86
txact,24,1,1000,50,10,5,72.9,1.43,0.05,73.91,3.0990397,0.576507,0.1860276,23.52,0.46,0.02,23.85
txact,26,1,1000,50,10,5,72.89,1.42,0.04,73.9,3.0911236,0.571299,0.1848192,23.58,0.46,0.01,23.91
txact,28,1,1000,50,10,5,74.51,1.45,0.04,75.56,3.192329,0.649909,0.2035846,23.34,0.45,0.01,23.67
txact,30,1,1000,50,10,5,73.0,1.44,0.03,74.0,3.1591037,0.612245,0.1938034,23.11,0.46,0.01,23.42
txact,32,1,1000,50,10,5,73.37,1.45,0.05,74.42,3.1795363,0.607435,0.1910452,23.08,0.46,0.02,23.41
txact,34,1,1000,50,10,5,73.64,1.44,0.05,74.68,3.1395864,0.618348,0.1969521,23.46,0.46,0.02,23.79
txact,36,1,1000,50,10,5,73.68,1.44,0.04,74.72,3.1260337,0.620199,0.1983981,23.57,0.46,0.01,23.9
txact,38,1,1000,50,10,5,74.03,1.45,0.03,75.05,3.1728934,0.633846,0.1997691,23.33,0.46,0.01,23.65
txact,40,1,1000,50,10,5,75.72,1.45,0.03,76.73,3.1481046,0.653243,0.2075036,24.05,0.46,0.01,24.37
txact,42,1,1000,50,10,5,74.33,1.47,0.05,75.38,3.1992056,0.671719,0.2099643,23.23,0.46,0.02,23.56
txact,44,1,1000,50,10,5,74.39,1.46,0.04,75.42,3.1951303,0.656581,0.2054943,23.28,0.46,0.01,23.6
txact,46,1,1000,50,10,5,73.36,1.42,0.03,74.36,3.1116695,0.587795,0.1889002,23.58,0.46,0.01,23.9
txact,48,1,1000,50,10,5,75.38,1.47,0.04,76.4,3.2067512,0.678759,0.2116656,23.51,0.46,0.01,23.82
txact,50,1,1000,50,10,5,76.12,1.47,0.04,77.16,3.2006267,0.663351,0.2072566,23.78,0.46,0.01,24.11
txact,52,1,1000,50,10,5,76.64,1.47,0.06,77.7,3.1895776,0.667836,0.2093807,24.03,0.46,0.02,24.36
txact,54,1,1000,50,10,5,77.68,1.46,0.02,78.71,3.2222293,0.715003,0.221897,24.11,0.45,0.01,24.43
txact,56,1,1000,50,10,5,74.14,1.45,0.05,75.18,3.1475116,0.637443,0.2025228,23.56,0.46,0.02,23.89
txact,58,1,1000,50,10,5,73.96,1.48,0.04,75.01,3.2033435,0.634595,0.1981039,23.09,0.46,0.01,23.42
txact,60,1,1000,50,10,5,75.16,1.46,0.03,76.2,3.1811901,0.664562,0.2089036,23.63,0.46,0.01,23.95
txact,62,1,1000,50,10,5,73.69,1.43,0.02,74.68,3.134911,0.645421,0.2058818,23.51,0.46,0.01,23.82
txact,64,1,1000,50,10,5,75.79,1.47,0.04,76.82,3.2122242,0.694443,0.2161876,23.59,0.46,0.01,23.91
txact,1,1,1000,50,10,5,236.18,5.13,0.08,240.59,14.5760261,12.041863,0.8261417,16.2,0.35,0.01,16.51
txact,2,1,1000,50,10,5,116.15,2.19,0.08,117.87,5.3545889,2.847233,0.531737,21.69,0.41,0.01,22.01
txact,4,1,1000,50,10,5,83.31,1.55,0.04,84.43,3.454697,0.911681,0.2638961,24.11,0.45,0.01,24.44
txact,6,1,1000,50,10,5,80.73,1.55,0.03,81.84,3.4886773,0.929934,0.2665578,23.14,0.44,0.01,23.46
txact,8,1,1000,50,10,5,77.52,1.45,0.03,78.54,3.1661495,0.677511,0.2139858,24.48,0.46,0.01,24.81
txact,10,1,1000,50,10,5,74.04,1.41,0.03,75.02,3.0609734,0.555123,0.1813551,24.19,0.46,0.01,24.51
txact,12,1,1000,50,10,5,72.29,1.41,0.05,73.3,3.0715073,0.538141,0.1752042,23.54,0.46,0.02,23.86
txact,14,1,1000,50,10,5,73.15,1.41,0.04,74.14,3.0858549,0.545345,0.1767241,23.7,0.46,0.01,24.03
txact,16,1,1000,50,10,5,72.82,1.41,0.03,73.8,3.0789553,0.538683,0.1749564,23.65,0.46,0.01,23.97
txact,18,1,1000,50,10,5,71.98,1.42,0.04,72.98,3.093545,0.530423,0.1714612,23.27,0.46,0.01,23.59
txact,20,1,1000,50,10,5,73.0,1.43,0.04,74.01,3.1336856,0.593931,0.1895311,23.3,0.46,0.01,23.62
txact,22,1,1000,50,10,5,73.31,1.42,0.03,74.32,3.1095509,0.588984,0.1894113,23.58,0.46,0.01,23.9
txact,24,1,1000,50,10,5,72.94,1.42,0.05,73.97,3.1078371,0.614525,0.197734,23.47,0.46,0.02,23.8
txact,26,1,1000,50,10,5,73.95,1.42,0.05,74.95,3.0870861,0.584064,0.1891959,23.95,0.46,0.02,24.28
txact,28,1,1000,50,10,5,75.59,1.43,0.04,76.59,3.1190973,0.609822,0.1955123,24.23,0.46,0.01,24.56
txact,30,1,1000,50,10,5,74.32,1.45,0.02,75.31,3.1622785,0.609132,0.1926244,23.5,0.46,0.01,23.82
txact,32,1,1000,50,10,5,74.76,1.44,0.03,75.77,3.1520698,0.616547,0.1956007,23.72,0.46,0.01,24.04
txact,34,1,1000,50,10,5,73.85,1.46,0.04,74.89,3.1976305,0.630643,0.197222,23.1,0.46,0.01,23.42
txact,36,1,1000,50,10,5,74.28,1.46,0.05,75.31,3.1752477,0.629019,0.1981008,23.39,0.46,0.02,23.72
txact,38,1,1000,50,10,5,76.03,1.44,0.02,77.03,3.1738496,0.679016,0.2139408,23.96,0.45,0.01,24.27
txact,40,1,1000,50,10,5,73.13,1.45,0.04,74.15,3.1833694,0.630629,0.1981011,22.97,0.46,0.01,23.29
txact,42,1,1000,50,10,5,76.17,1.48,0.06,77.24,3.234663,0.69563,0.2150549,23.55,0.46,0.02,23.88
txact,44,1,1000,50,10,5,73.03,1.43,0.05,74.03,3.121728,0.569484,0.1824259,23.39,0.46,0.02,23.71
txact,46,1,1000,50,10,5,73.68,1.43,0.02,74.67,3.1187893,0.627242,0.2011171,23.62,0.46,0.01,23.94
txact,48,1,1000,50,10,5,74.15,1.45,0.03,75.17,3.1647475,0.674789,0.2132205,23.43,0.46,0.01,23.75
txact,50,1,1000,50,10,5,73.69,1.44,0.05,74.7,3.1133542,0.614432,0.1973537,23.67,0.46,0.02,23.99
txact,52,1,1000,50,10,5,73.45,1.46,0.05,74.48,3.1720679,0.628137,0.1980213,23.16,0.46,0.02,23.48
txact,54,1,1000,50,10,5,74.61,1.45,0.03,75.61,3.1856617,0.631363,0.198189,23.42,0.46,0.01,23.73
txact,56,1,1000,50,10,5,74.93,1.47,0.04,75.95,3.2192735,0.675973,0.2099769,23.28,0.46,0.01,23.59
txact,58,1,1000,50,10,5,73.82,1.46,0.05,74.87,3.1706624,0.640883,0.2021291,23.28,0.46,0.02,23.61
txact,60,1,1000,50,10,5,73.19,1.44,0.05,74.22,3.1052801,0.602127,0.1939042,23.57,0.46,0.02,23.9
txact,62,1,1000,50,10,5,78.8,1.52,0.03,79.88,3.3796181,0.809802,0.2396135,23.32,0.45,0.01,23.64
txact,64,1,1000,50,10,5,72.63,1.44,0.03,73.63,3.1143772,0.586578,0.1883452,23.32,0.46,0.01,23.64
txact,1,1,1000,50,10,5,233.43,5.11,0.09,237.83,14.4876005,11.974572,0.8265394,16.11,0.35,0.01,16.42
txact,2,1,1000,50,10,5,112.89,2.16,0.06,114.56,5.2812447,2.736438,0.5181426,21.38,0.41,0.01,21.69
txact,4,1,1000,50,10,5,85.92,1.58,0.05,87.07,3.5578604,1.040362,0.2924123,24.15,0.44,0.01,24.47
txact,6,1,1000,50,10,5,79.99,1.5,0.03,81.07,3.3333193,0.843422,0.2530277,24.0,0.45,0.01,24.32
txact,8,1,1000,50,10,5,79.31,1.52,0.03,80.38,3.4171802,0.896051,0.2622194,23.21,0.44,0.01,23.52
txact,10,1,1000,50,10,5,71.58,1.43,0.05,72.59,3.1204342,0.576077,0.1846144,22.94,0.46,0.02,23.26
txact,12,1,1000,50,10,5,72.77,1.42,0.04,73.77,3.1071278,0.547845,0.1763188,23.42,0.46,0.01,23.74
txact,14,1,1000,50,10,5,72.3,1.4,0.03,73.28,3.0879807,0.550789,0.1783654,23.41,0.45,0.01,23.73
txact,16,1,1000,50,10,5,71.57,1.43,0.04,72.59,3.140309,0.565972,0.1802281,22.79,0.46,0.01,23.12
txact,18,1,1000,50,10,5,73.06,1.41,0.05,74.07,3.0745925,0.566067,0.1841112,23.76,0.46,0.02,24.09
txact,20,1,1000,50,10,5,72.91,1.42,0.04,73.92,3.0795487,0.577425,0.1875031,23.68,0.46,0.01,24.0
txact,22,1,1000,50,10,5,72.51,1.43,0.02,73.52,3.1383819,0.586628,0.1869205,23.1,0.46,0.01,23.43
txact,24,1,1000,50,10,5,73.05,1.41,0.05,74.05,3.07422,0.580404,0.1887972,23.76,0.46,0.02,24.09
txact,26,1,1000,50,10,5,76.03,1.44,0.05,77.06,3.1329743,0.616794,0.1968717,24.27,0.46,0.02,24.6
txact,28,1,1000,50,10,5,73.16,1.42,0.03,74.14,3.1041244,0.599203,0.1930345,23.57,0.46,0.01,23.88
txact,30,1,1000,50,10,5,73.04,1.43,0.02,74.03,3.1261769,0.563613,0.1802883,23.36,0.46,0.01,23.68
txact,32,1,1000,50,10,5,74.73,1.45,0.04,75.76,3.1646883,0.65736,0.2077171,23.61,0.46,0.01,23.94
txact,34,1,1000,50,10,5,73.83,1.44,0.05,74.85,3.1487204,0.596618,0.1894795,23.45,0.46,0.02,23.77
txact,36,1,1000,50,10,5,74.89,1.44,0.03,75.88,3.1507256,0.655354,0.208001,23.77,0.46,0.01,24.08
txact,38,1,1000,50,10,5,74.01,1.42,0.02,75.01,3.0953756,0.608249,0.1965025,23.91,0.46,0.01,24.23
txact,40,1,1000,50,10,5,76.48,1.48,0.05,77.54,3.2560339,0.70076,0.2152189,23.49,0.45,0.02,23.81
txact,42,1,1000,50,10,5,73.65,1.46,0.04,74.68,3.1851143,0.636319,0.199779,23.12,0.46,0.01,23.45
txact,44,1,1000,50,10,5,74.53,1.46,0.04,75.56,3.1906936,0.648613,0.2032828,23.36,0.46,0.01,23.68
txact,46,1,1000,50,10,5,76.98,1.45,0.02,77.98,3.2052218,0.686533,0.214192,24.02,0.45,0.01,24.33
txact,48,1,1000,50,10,5,73.94,1.45,0.04,74.95,3.151157,0.659464,0.2092768,23.46,0.46,0.01,23.78
txact,50,1,1000,50,10,5,74.07,1.47,0.03,75.09,3.195104,0.657291,0.2057182,23.18,0.46,0.01,23.5
txact,52,1,1000,50,10,5,75.7,1.48,0.06,76.77,3.204897,0.670086,0.2090819,23.62,0.46,0.02,23.95
txact,54,1,1000,50,10,5,73.53,1.46,0.03,74.54,3.1959036,0.629544,0.1969847,23.01,0.46,0.01,23.32
txact,56,1,1000,50,10,5,76.5,1.46,0.03,77.5,3.191992,0.676557,0.2119545,23.97,0.46,0.01,24.28
txact,58,1,1000,50,10,5,73.81,1.47,0.04,74.85,3.2005952,0.657573,0.2054533,23.06,0.46,0.01,23.39
txact,60,1,1000,50,10,5,73.42,1.44,0.05,74.44,3.1422862,0.617002,0.1963545,23.37,0.46,0.02,23.69
