version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
txact,54,1,10,50,10,5,48.52,5.47,0.08,74.42,2.7127655,0.02407,0.0088729,17.89,2.02,0.03,27.43
txact,56,1,10,50,10,5,48.92,5.49,0.1,74.98,2.7144253,0.027558,0.0101524,18.02,2.02,0.04,27.62
txact,58,1,10,50,10,5,48.83,5.47,0.1,74.87,2.6974297,0.029282,0.0108555,18.1,2.03,0.04,27.76
txact,60,1,10,50,10,5,49.13,5.45,0.11,75.14,2.701885,0.02705,0.0100115,18.18,2.02,0.04,27.81
txact,62,1,10,50,10,5,49.49,5.47,0.08,75.42,2.7071972,0.041614,0.0153716,18.28,2.02,0.03,27.86
txact,64,1,10,50,10,5,48.67,5.51,0.09,74.74,2.7173532,0.024302,0.0089433,17.91,2.03,0.03,27.5
txact,1,1,10,50,10,5,49.97,5.59,0.1,76.66,2.779551,0.116405,0.0418791,17.98,2.01,0.04,27.58
txact,2,1,10,50,10,5,48.91,5.5,0.11,74.94,2.718061,0.035196,0.0129489,17.99,2.02,0.04,27.57
txact,4,1,10,50,10,5,48.38,5.46,0.07,74.17,2.7084587,0.018836,0.0069545,17.86,2.02,0.03,27.38
txact,6,1,10,50,10,5,48.26,5.48,0.11,74.13,2.71423,0.020879,0.0076924,17.78,2.02,0.04,27.31
txact,8,1,10,50,10,5,48.83,5.45,0.1,74.67,2.6965292,0.024835,0.00921,18.11,2.02,0.04,27.69
txact,10,1,10,50,10,5,48.48,5.46,0.1,74.27,2.7016545,0.028018,0.0103707,17.94,2.02,0.04,27.49
txact,12,1,10,50,10,5,49.02,5.46,0.1,74.92,2.6928793,0.028652,0.0106399,18.2,2.03,0.04,27.82
txact,14,1,10,50,10,5,48.79,5.45,0.1,74.68,2.6959558,0.02202,0.0081678,18.1,2.02,0.04,27.7
txact,16,1,10,50,10,5,48.33,5.47,0.09,74.31,2.7182738,0.021821,0.0080275,17.78,2.01,0.03,27.34
txact,18,1,10,50,10,5,49.06,5.48,0.12,75.2,2.7164366,0.033054,0.0121681,18.06,2.02,0.04,27.68
txact,20,1,10,50,10,5,48.76,5.47,0.09,74.74,2.7115587,0.028319,0.0104438,17.98,2.02,0.03,27.56
txact,22,1,10,50,10,5,49.08,5.46,0.11,75.11,2.7029106,0.024215,0.0089589,18.16,2.02,0.04,27.79
txact,24,1,10,50,10,5,48.42,5.38,0.09,73.92,2.6617197,0.022786,0.0085606,18.19,2.02,0.03,27.77
txact,26,1,10,50,10,5,48.69,5.45,0.09,74.51,2.7042189,0.032662,0.0120782,18.01,2.02,0.03,27.55
txact,28,1,10,50,10,5,48.55,5.46,0.08,74.42,2.7047959,0.022984,0.0084975,17.95,2.02,0.03,27.51
txact,30,1,10,50,10,5,48.56,5.48,0.12,74.57,2.712927,0.028476,0.0104964,17.9,2.02,0.04,27.49
txact,32,1,10,50,10,5,48.7,5.47,0.09,74.4,2.7018651,0.034187,0.0126531,18.02,2.02,0.03,27.54
txact,34,1,10,50,10,5,48.89,5.47,0.09,74.71,2.7019208,0.025929,0.0095965,18.09,2.02,0.03,27.65
txact,36,1,10,50,10,5,48.7,5.44,0.09,74.54,2.7003261,0.027973,0.0103591,18.03,2.01,0.03,27.6
txact,38,1,10,50,10,5,48.26,5.45,0.1,73.97,2.7017025,0.024866,0.0092038,17.86,2.02,0.04,27.38
txact,40,1,10,50,10,5,48.78,5.45,0.09,74.66,2.7010385,0.028176,0.0104315,18.06,2.02,0.03,27.64
txact,42,1,10,50,10,5,48.71,5.48,0.12,74.73,2.7122734,0.023753,0.0087576,17.96,2.02,0.04,27.55
txact,44,1,10,50,10,5,48.8,5.52,0.08,74.95,2.737576,0.024121,0.0088111,17.83,2.02,0.03,27.38
txact,46,1,10,50,10,5,48.89,5.46,0.11,74.99,2.7055748,0.024408,0.0090214,18.07,2.02,0.04,27.72
txact,48,1,10,50,10,5,49.38,5.53,0.1,75.61,2.7269471,0.024532,0.0089961,18.11,2.03,0.04,27.73
txact,50,1,10,50,10,5,48.91,5.46,0.1,74.91,2.6938203,0.026554,0.0098574,18.16,2.03,0.04,27.81
txact,52,1,10,50,10,5,48.77,5.47,0.1,74.74,2.7115045,0.027719,0.0102227,17.99,2.02,0.04,27.56
txact,54,1,10,50,10,5,48.83,5.45,0.1,74.62,2.6957509,0.023763,0.008815,18.11,2.02,0.04,27.68
txact,56,1,10,50,10,5,48.46,5.46,0.09,74.32,2.7012797,0.025121,0.0092997,17.94,2.02,0.03,27.51
txact,58,1,10,50,10,5,48.68,5.49,0.13,74.75,2.7162465,0.026246,0.0096626,17.92,2.02,0.05,27.52
txact,60,1,10,50,10,5,48.66,5.41,0.08,74.39,2.6869215,0.021247,0.0079076,18.11,2.01,0.03,27.69
txact,62,1,10,50,10,5,49.16,5.49,0.11,75.38,2.7083349,0.029898,0.0110393,18.15,2.03,0.04,27.83
txact,64,1,10,50,10,5,48.6,5.48,0.09,74.62,2.712439,0.028348,0.0104511,17.92,2.02,0.03,27.51
txact,1,1,10,50,10,5,50.31,5.68,0.1,77.37,2.8200917,0.116766,0.041405,17.84,2.01,0.04,27.44
txact,2,1,10,50,10,5,49.28,5.51,0.12,75.6,2.7349672,0.051383,0.0187874,18.02,2.01,0.04,27.64
txact,4,1,10,50,10,5,48.52,5.49,0.1,74.57,2.7137104,0.027507,0.0101363,17.88,2.02,0.04,27.48
txact,6,1,10,50,10,5,48.99,5.46,0.09,74.87,2.6975013,0.019257,0.0071388,18.16,2.02,0.03,27.76
txact,8,1,10,50,10,5,48.56,5.47,0.1,74.51,2.7113144,0.020819,0.0076786,17.91,2.02,0.04,27.48
txact,10,1,10,50,10,5,48.68,5.46,0.08,74.66,2.7023572,0.027543,0.0101922,18.01,2.02,0.03,27.63
txact,12,1,10,50,10,5,49.2,5.46,0.1,75.26,2.6886573,0.02277,0.0084689,18.3,2.03,0.04,27.99
txact,14,1,10,50,10,5,48.56,5.44,0.11,74.6,2.6898748,0.028399,0.0105577,18.05,2.02,0.04,27.73
txact,16,1,10,50,10,5,49.09,5.47,0.11,75.36,2.7084142,0.022518,0.0083141,18.12,2.02,0.04,27.82
txact,18,1,10,50,10,5,49.01,5.48,0.1,75.42,2.7153112,0.021433,0.0078934,18.05,2.02,0.04,27.78
txact,20,1,10,50,10,5,48.9,5.47,0.1,75.03,2.7018151,0.022159,0.0082015,18.1,2.02,0.04,27.77
txact,22,1,10,50,10,5,48.96,5.44,0.08,75.0,2.6945206,0.021036,0.007807,18.17,2.02,0.03,27.83
txact,24,1,10,50,10,5,49.2,5.48,0.11,75.37,2.7062978,0.028076,0.0103743,18.18,2.02,0.04,27.85
txact,26,1,10,50,10,5,49.32,5.46,0.08,75.73,2.7101837,0.028234,0.0104177,18.2,2.01,0.03,27.94
txact,28,1,10,50,10,5,49.05,5.48,0.12,75.33,2.7010183,0.022247,0.0082365,18.16,2.03,0.04,27.89
txact,30,1,10,50,10,5,49.05,5.47,0.09,75.3,2.70253,0.022555,0.0083459,18.15,2.02,0.03,27.86
txact,32,1,10,50,10,5,48.9,5.46,0.09,75.18,2.7078527,0.022034,0.0081371,18.06,2.02,0.03,27.76
txact,34,1,10,50,10,5,49.47,5.43,0.08,75.71,2.6949731,0.024679,0.0091574,18.36,2.01,0.03,28.09
txact,36,1,10,50,10,5,49.16,5.49,0.13,75.5,2.7121229,0.021305,0.0078555,18.13,2.02,0.05,27.84
txact,38,1,10,50,10,5,49.46,5.45,0.1,75.59,2.6972663,0.029744,0.0110275,18.34,2.02,0.04,28.02
txact,40,1,10,50,10,5,48.81,5.45,0.1,75.0,2.7025028,0.025188,0.0093202,18.06,2.02,0.04,27.75
txact,42,1,10,50,10,5,49.06,5.48,0.09,75.39,2.715105,0.02899,0.0106773,18.07,2.02,0.03,27.77
txact,44,1,10,50,10,5,49.27,5.47,0.12,75.48,2.7011565,0.023274,0.0086163,18.24,2.03,0.04,27.94
txact,46,1,10,50,10,5,48.99,5.47,0.09,75.19,2.7100168,0.023211,0.0085649,18.08,2.02,0.03,27.75
txact,48,1,10,50,10,5,48.88,5.4,0.1,74.78,2.6828752,0.022678,0.0084529,18.22,2.01,0.04,27.87
txact,50,1,10,50,10,5,49.15,5.46,0.08,75.08,2.6830992,0.024405,0.0090958,18.32,2.03,0.03,27.98
txact,52,1,10,50,10,5,49.1,5.49,0.12,75.38,2.7151934,0.0249,0.0091706,18.08,2.02,0.04,27.76
txact,54,1,10,50,10,5,48.82,5.49,0.09,74.67,2.7026097,0.02413,0.0089284,18.06,2.03,0.03,27.63
txact,56,1,10,50,10,5,49.04,5.48,0.1,75.04,2.7116026,0.029108,0.0107346,18.09,2.02,0.04,27.67
txact,58,1,10,50,10,5,48.72,5.4,0.1,74.51,2.6752164,0.025004,0.0093465,18.21,2.02,0.04,27.85
txact,60,1,10,50,10,5,49.2,5.47,0.1,75.17,2.7069537,0.022906,0.0084619,18.18,2.02,0.04,27.77
txact,62,1,10,50,10,5,49.35,5.52,0.09,75.71,2.72673,0.024903,0.0091329,18.1,2.02,0.03,27.77
txact,64,1,10,50,10,5,49.07,5.42,0.1,75.16,2.6881931,0.024316,0.0090455,18.25,2.02,0.04,27.96
txact,1,1,10,50,10,5,50.43,5.61,0.11,77.37,2.7972024,0.118097,0.0422197,18.03,2.01,0.04,27.66
txact,2,1,10,50,10,5,49.23,5.47,0.11,75.49,2.7227405,0.049032,0.0180083,18.08,2.01,0.04,27.73
txact,4,1,10,50,10,5,49.05,5.41,0.09,75.03,2.6871911,0.020218,0.0075238,18.25,2.01,0.03,27.92
txact,6,1,10,50,10,5,49.1,5.44,0.1,75.28,2.693575,0.019367,0.0071901,18.23,2.02,0.04,27.95
txact,8,1,10,50,10,5,49.3,5.49,0.08,75.55,2.7118706,0.021174,0.0078079,18.18,2.02,0.03,27.86
txact,10,1,10,50,10,5,48.91,5.43,0.11,75.05,2.6883521,0.022158,0.0082422,18.19,2.02,0.04,27.92
txact,12,1,10,50,10,5,49.16,5.49,0.1,75.43,2.7120499,0.023713,0.0087436,18.13,2.02,0.04,27.81
txact,14,1,10,50,10,5,48.96,5.45,0.12,75.03,2.6987678,0.022429,0.0083108,18.14,2.02,0.04,27.8
txact,16,1,10,50,10,5,49.04,5.45,0.08,75.24,2.7031761,0.024088,0.008911,18.14,2.02,0.03,27.83
txact,18,1,10,50,10,5,48.92,5.44,0.11,75.03,2.692476,0.022451,0.0083384,18.17,2.02,0.04,27.87
txact,20,1,10,50,10,5,48.97,5.43,0.1,75.0,2.6931671,0.020487,0.007607,18.18,2.02,0.04,27.85
txact,22,1,10,50,10,5,49.28,5.47,0.1,75.51,2.6989454,0.023473,0.0086971,18.26,2.03,0.04,27.98
txact,24,1,10,50,10,5,49.2,5.49,0.09,75.52,2.7001906,0.021142,0.0078298,18.22,2.03,0.03,27.97
txact,26,1,10,50,10,5,49.81,5.46,0.12,76.25,2.7019946,0.031779,0.0117613,18.43,2.02,0.04,28.22
txact,28,1,10,50,10,5,49.63,5.46,0.09,75.89,2.7026277,0.029865,0.0110504,18.36,2.02,0.03,28.08
txact,30,1,10,50,10,5,49.54,5.49,0.09,76.04,2.713093,0.024858,0.0091622,18.26,2.02,0.03,28.03
txact,32,1,10,50,10,5,49.18,5.5,0.1,75.48,2.7045823,0.024159,0.0089326,18.18,2.03,0.04,27.91
txact,34,1,10,50,10,5,49.71,5.46,0.1,75.98,2.6936221,0.029625,0.0109982,18.45,2.03,0.04,28.21
txact,36,1,10,50,10,5,49.22,5.48,0.08,75.5,2.71747,0.023778,0.0087501,18.11,2.02,0.03,27.78
txact,38,1,10,50,10,5,49.06,5.48,0.11,75.31,2.707218,0.02421,0.0089428,18.12,2.02,0.04,27.82
txact,40,1,10,50,10,5,48.93,5.45,0.09,75.25,2.7056913,0.023944,0.0088495,18.08,2.01,0.03,27.81
txact,42,1,10,50,10,5,49.26,5.47,0.1,75.59,2.7065057,0.02297,0.008487,18.2,2.02,0.04,27.93
txact,44,1,10,50,10,5,49.24,5.45,0.08,75.38,2.7029302,0.033287,0.0123152,18.22,2.02,0.03,27.89
txact,46,1,10,50,10,5,48.88,5.48,0.12,75.13,2.7110231,0.028903,0.0106613,18.03,2.02,0.04,27.71
txact,48,1,10,50,10,5,49.14,5.45,0.08,75.4,2.7018636,0.021682,0.0080248,18.19,2.02,0.03,27.91
txact,50,1,10,50,10,5,49.08,5.49,0.12,75.44,2.7207765,0.027293,0.0100313,18.04,2.02,0.04,27.73
txact,52,1,10,50,10,5,49.24,5.47,0.1,75.5,2.7052707,0.024956,0.009225,18.2,2.02,0.04,27.91
txact,54,1,10,50,10,5,49.23,5.48,0.11,75.54,2.7106383,0.026631,0.0098246,18.16,2.02,0.04,27.87
txact,56,1,10,50,10,5,49.34,5.45,0.09,75.61,2.700114,0.022359,0.0082808,18.27,2.02,0.03,28.0
txact,58,1,10,50,10,5,49.25,5.48,0.1,75.51,2.7071626,0.023876,0.0088196,18.19,2.02,0.04,27.89
txact,60,1,10,50,10,5,49.23,5.43,0.09,75.36,2.6921279,0.022266,0.0082708,18.29,2.02,0.03,27.99
txact,62,1,10,50,10,5,49.27,5.46,0.12,75.49,2.6834817,0.019329,0.007203,18.36,2.03,0.04,28.13
txact,64,1,10,50,10,5,48.86,5.44,0.08,74.8,2.6980356,0.022903,0.0084888,18.11,2.02,0.03,27.72
txact,1,1,10,50,10,5,50.22,5.67,0.12,77.21,2.8034793,0.116517,0.0415616,17.91,2.02,0.04,27.54
txact,2,1,10,50,10,5,49.73,5.54,0.09,76.14,2.7358012,0.049252,0.0180028,18.18,2.03,0.03,27.83
txact,4,1,10,50,10,5,48.97,5.42,0.09,74.9,2.6771361,0.020297,0.0075816,18.29,2.02,0.03,27.98
txact,6,1,10,50,10,5,48.73,5.43,0.1,74.77,2.693707,0.020831,0.0077332,18.09,2.02,0.04,27.76
txact,8,1,10,50,10,5,48.4,5.46,0.1,74.36,2.7065996,0.024916,0.0092056,17.88,2.02,0.04,27.47
txact,10,1,10,50,10,5,49.06,5.45,0.09,75.05,2.7138617,0.028447,0.0104821,18.08,2.01,0.03,27.65
txact,12,1,10,50,10,5,48.99,5.59,0.1,75.67,2.7696724,0.027758,0.0100221,17.69,2.02,0.04,27.32
txact,14,1,10,50,10,5,48.73,5.47,0.1,74.78,2.7093708,0.025728,0.0094959,17.99,2.02,0.04,27.6
txact,16,1,10,50,10,5,49.12,5.5,0.1,75.34,2.7219464,0.023911,0.0087845,18.05,2.02,0.04,27.68
txact,18,1,10,50,10,5,49.17,5.49,0.08,75.3,2.7154823,0.024792,0.0091299,18.11,2.02,0.03,27.73
txact,20,1,10,50,10,5,48.75,5.44,0.12,74.8,2.700087,0.034644,0.0128307,18.05,2.01,0.04,27.7
txact,22,1,10,50,10,5,48.99,5.47,0.08,74.97,2.7127814,0.026815,0.0098847,18.06,2.02,0.03,27.64
txact,24,1,10,50,10,5,49.0,5.5,0.1,75.02,2.7033724,0.023123,0.0085534,18.13,2.03,0.04,27.75
txact,26,1,10,50,10,5,50.49,5.55,0.1,76.8,2.7254051,0.023439,0.0086002,18.53,2.04,0.04,28.18
txact,28,1,10,50,10,5,50.02,5.55,0.1,76.3,2.7273684,0.025061,0.0091887,18.34,2.03,0.04,27.98
txact,30,1,10,50,10,5,50.28,5.52,0.1,76.64,2.7183079,0.022858,0.0084089,18.5,2.03,0.04,28.19
txact,32,1,10,50,10,5,50.3,5.58,0.11,76.85,2.7460908,0.026717,0.0097291,18.32,2.03,0.04,27.99
txact,34,1,10,50,10,5,49.91,5.52,0.09,76.21,2.7253645,0.02317,0.0085016,18.31,2.03,0.03,27.96
txact,36,1,10,50,10,5,50.25,5.58,0.12,76.64,2.7414332,0.028261,0.0103088,18.33,2.04,0.04,27.96
txact,38,1,10,50,10,5,50.19,5.56,0.11,76.61,2.7265624,0.024273,0.0089024,18.41,2.04,0.04,28.1
txact,40,1,10,50,10,5,49.87,5.57,0.1,76.23,2.7360467,0.024862,0.0090868,18.23,2.04,0.04,27.86
txact,42,1,10,50,10,5,50.14,5.6,0.1,76.65,2.7485855,0.026452,0.0096239,18.24,2.04,0.04,27.89
txact,44,1,10,50,10,5,50.24,5.51,0.11,76.46,2.7134395,0.025996,0.0095805,18.52,2.03,0.04,28.18
txact,46,1,10,50,10,5,49.98,5.49,0.09,76.05,2.7086518,0.023767,0.0087745,18.45,2.03,0.03,28.08
txact,48,1,10,50,10,5,50.51,5.57,0.09,76.99,2.7363221,0.02847,0.0104045,18.46,2.04,0.03,28.14
txact,50,1,10,50,10,5,45.68,5.66,0.09,72.11,2.7918499,0.027865,0.0099808,16.36,2.03,0.03,25.83
txact,52,1,10,50,10,5,50.18,5.54,0.12,76.67,2.730658,0.022762,0.0083357,18.38,2.03,0.04,28.08
txact,54,1,10,50,10,5,50.16,5.49,0.08,76.31,2.6977463,0.028244,0.0104695,18.59,2.04,0.03,28.29
txact,56,1,10,50,10,5,50.16,5.53,0.12,76.57,2.7203828,0.02473,0.0090906,18.44,2.03,0.04,28.15
txact,58,1,10,50,10,5,50.0,5.53,0.1,76.54,2.7295085,0.023593,0.0086437,18.32,2.03,0.04,28.04
txact,60,1,10,50,10,5,50.13,5.51,0.1,76.63,2.7243505,0.02885,0.0105897,18.4,2.02,0.04,28.13
txact,62,1,10,50,10,5,49.91,5.53,0.1,76.29,2.7257875,0.02411,0.0088452,18.31,2.03,0.04,27.99
txact,64,1,10,50,10,5,49.6,5.49,0.11,76.02,2.7190068,0.031055,0.0114214,18.24,2.02,0.04,27.96
txact,1,1,10,50,10,5,50.77,5.66,0.1,78.03,2.8058882,0.115515,0.0411688,18.09,2.02,0.04,27.81
txact,2,1,10,50,10,5,50.07,5.48,0.1,76.57,2.7216472,0.064346,0.0236423,18.4,2.01,0.04,28.13
txact,4,1,10,50,10,5,48.97,5.42,0.09,74.89,2.6712227,0.018958,0.0070971,18.33,2.03,0.03,28.04
txact,6,1,10,50,10,5,48.89,5.4,0.08,74.68,2.6763334,0.019873,0.0074255,18.27,2.02,0.03,27.9
txact,8,1,10,50,10,5,48.67,5.44,0.09,74.58,2.6927622,0.021866,0.0081203,18.07,2.02,0.03,27.7
txact,10,1,10,50,10,5,48.84,5.46,0.12,74.91,2.6994702,0.023245,0.0086109,18.09,2.02,0.04,27.75
txact,12,1,10,50,10,5,48.96,5.45,0.08,74.9,2.7007554,0.022169,0.0082084,18.13,2.02,0.03,27.73
txact,14,1,10,50,10,5,48.98,5.41,0.1,74.91,2.6741148,0.021589,0.0080733,18.32,2.02,0.04,28.01
txact,16,1,10,50,10,5,48.97,5.49,0.11,75.31,2.7217028,0.022673,0.0083304,17.99,2.02,0.04,27.67
txact,18,1,10,50,10,5,49.03,5.48,0.11,75.37,2.7140199,0.028081,0.0103466,18.07,2.02,0.04,27.77
txact,20,1,10,50,10,5,49.47,5.46,0.1,75.84,2.7047572,0.027626,0.0102139,18.29,2.02,0.04,28.04
txact,22,1,10,50,10,5,49.11,5.43,0.11,75.11,2.6918788,0.022566,0.008383,18.24,2.02,0.04,27.9
txact,24,1,10,50,10,5,49.05,5.45,0.09,75.11,2.7015362,0.023933,0.008859,18.16,2.02,0.03,27.8
txact,26,1,10,50,10,5,49.05,5.45,0.09,75.2,2.7005784,0.021941,0.0081246,18.16,2.02,0.03,27.85
txact,28,1,10,50,10,5,49.2,5.51,0.08,75.51,2.717543,0.023461,0.0086332,18.1,2.03,0.03,27.79
txact,30,1,10,50,10,5,49.08,5.47,0.09,75.16,2.7117455,0.030208,0.0111397,18.1,2.02,0.03,27.72
txact,32,1,10,50,10,5,48.8,5.46,0.1,74.79,2.7087451,0.025434,0.0093896,18.02,2.02,0.04,27.61
txact,34,1,10,50,10,5,48.84,5.44,0.11,74.87,2.6907603,0.025901,0.0096259,18.15,2.02,0.04,27.82
txact,36,1,10,50,10,5,48.79,5.42,0.08,74.67,2.6792761,0.024678,0.0092107,18.21,2.02,0.03,27.87
txact,38,1,10,50,10,5,48.98,5.49,0.12,75.16,2.7131887,0.026075,0.0096105,18.05,2.02,0.04,27.7
txact,40,1,10,50,10,5,48.42,5.46,0.1,74.3,2.7114448,0.025931,0.0095635,17.86,2.01,0.04,27.4
txact,42,1,10,50,10,5,49.05,5.45,0.1,75.08,2.6999968,0.022496,0.0083319,18.17,2.02,0.04,27.81
txact,44,1,10,50,10,5,48.78,5.43,0.08,74.59,2.6844315,0.028036,0.0104439,18.17,2.02,0.03,27.79
txact,46,1,10,50,10,5,48.73,5.46,0.1,74.75,2.7050711,0.021996,0.0081314,18.01,2.02,0.04,27.63
txact,48,1,10,50,10,5,48.68,5.46,0.11,74.61,2.701298,0.023472,0.0086892,18.02,2.02,0.04,27.62
txact,50,1,10,50,10,5,48.52,5.5,0.11,74.54,2.7143088,0.022956,0.0084574,17.88,2.03,0.04,27.46
txact,52,1,10,50,10,5,49.03,5.45,0.08,74.96,2.7053173,0.033285,0.0123035,18.12,2.01,0.03,27.71
txact,54,1,10,50,10,5,49.1,5.45,0.1,75.26,2.6933707,0.024754,0.0091907,18.23,2.02,0.04,27.94
txact,56,1,10,50,10,5,48.97,5.47,0.1,75.17,2.7083372,0.022787,0.0084136,18.08,2.02,0.04,27.76
txact,58,1,10,50,10,5,49.42,5.46,0.12,75.64,2.6842927,0.023558,0.0087762,18.41,2.03,0.04,28.18
txact,60,1,10,50,10,5,49.29,5.47,0.08,75.6,2.7100491,0.030126,0.0111164,18.19,2.02,0.03,27.9
txact,62,1,10,50,10,5,49.18,5.48,0.09,75.31,2.7058854,0.022288,0.0082369,18.18,2.03,0.03,27.83
txact,64,1,10,50,10,5,48.92,5.47,0.1,75.03,2.701566,0.024217,0.0089641,18.11,2.02,0.04,27.77
txact,1,1,10,50,10,5,50.87,5.62,0.12,77.94,2.784266,0.111409,0.0400138,18.27,2.02,0.04,27.99
txact,2,1,10,50,10,5,49.45,5.48,0.11,75.76,2.7180907,0.049627,0.018258,18.19,2.02,0.04,27.87
txact,4,1,10,50,10,5,48.98,5.38,0.11,74.93,2.669381,0.020399,0.0076418,18.35,2.02,0.04,28.07
txact,6,1,10,50,10,5,49.3,5.45,0.09,75.38,2.6880066,0.023262,0.008654,18.34,2.03,0.03,28.04
txact,8,1,10,50,10,5,48.92,5.41,0.1,74.8,2.6784715,0.018993,0.007091,18.26,2.02,0.04,27.93
txact,10,1,10,50,10,5,49.27,5.45,0.08,75.39,2.693022,0.022674,0.0084195,18.3,2.02,0.03,27.99
txact,12,1,10,50,10,5,49.07,5.42,0.1,75.29,2.6929558,0.021472,0.0079734,18.22,2.01,0.04,27.96
txact,14,1,10,50,10,5,49.65,5.48,0.11,76.12,2.7079368,0.021403,0.0079038,18.33,2.02,0.04,28.11
txact,16,1,10,50,10,5,49.48,5.43,0.11,75.86,2.6956085,0.021365,0.0079259,18.36,2.01,0.04,28.14
txact,18,1,10,50,10,5,49.74,5.45,0.08,76.04,2.6961546,0.023993,0.008899,18.45,2.02,0.03,28.2
txact,20,1,10,50,10,5,49.02,5.44,0.1,75.14,2.7010419,0.022696,0.0084027,18.15,2.01,0.04,27.82
txact,22,1,10,50,10,5,48.72,5.47,0.1,74.73,2.7053457,0.025249,0.009333,18.01,2.02,0.04,27.62
txact,24,1,10,50,10,5,49.6,5.48,0.12,75.77,2.7090393,0.031758,0.011723,18.31,2.02,0.04,27.97
txact,26,1,10,50,10,5,48.76,5.42,0.08,74.72,2.6836862,0.023597,0.0087928,18.17,2.02,0.03,27.84
txact,28,1,10,50,10,5,48.95,5.48,0.11,75.14,2.7120273,0.022766,0.0083945,18.05,2.02,0.04,27.71
txact,30,1,10,50,10,5,49.44,5.39,0.1,75.46,2.6748176,0.029623,0.0110748,18.48,2.02,0.04,28.21
txact,32,1,10,50,10,5,49.65,5.47,0.1,76.03,2.7028961,0.022239,0.0082278,18.37,2.02,0.04,28.13
txact,34,1,10,50,10,5,49.1,5.44,0.1,75.35,2.6982241,0.024232,0.0089807,18.2,2.02,0.04,27.93
txact,36,1,10,50,10,5,49.13,5.44,0.11,75.39,2.6965311,0.024233,0.0089867,18.22,2.02,0.04,27.96
txact,38,1,10,50,10,5,49.1,5.44,0.09,75.1,2.6955695,0.02065,0.0076607,18.22,2.02,0.03,27.86
txact,40,1,10,50,10,5,48.93,5.47,0.1,75.21,2.7104732,0.024047,0.0088719,18.05,2.02,0.04,27.75
txact,42,1,10,50,10,5,49.19,5.48,0.08,75.17,2.6945742,0.023787,0.0088277,18.26,2.03,0.03,27.9
txact,44,1,10,50,10,5,48.7,5.47,0.1,74.81,2.7106771,0.026155,0.0096489,17.97,2.02,0.04,27.6
txact,46,1,10,50,10,5,49.47,5.41,0.1,75.37,2.6785817,0.027276,0.010183,18.47,2.02,0.04,28.14
txact,48,1,10,50,10,5,49.07,5.5,0.11,75.34,2.718388,0.023062,0.0084837,18.05,2.02,0.04,27.71
txact,50,1,10,50,10,5,49.01,5.53,0.08,75.05,2.7277218,0.023328,0.0085522,17.97,2.03,0.03,27.51
txact,52,1,10,50,10,5,48.7,5.48,0.1,74.64,2.7090613,0.027304,0.0100788,17.98,2.02,0.04,27.55
txact,54,1,10,50,10,5,48.99,5.52,0.1,75.33,2.7306323,0.023541,0.0086211,17.94,2.02,0.04,27.59
txact,56,1,10,50,10,5,48.89,5.51,0.11,75.01,2.722892,0.024862,0.0091307,17.96,2.02,0.04,27.55
txact,58,1,10,50,10,5,48.91,5.47,0.1,75.07,2.708525,0.02501,0.0092338,18.06,2.02,0.04,27.72
txact,60,1,10,50,10,5,48.75,5.41,0.09,74.67,2.6857488,0.022772,0.0084788,18.15,2.01,0.03,27.8
txact,62,1,10,50,10,5,49.07,5.47,0.08,75.06,2.7083763,0.027259,0.0100647,18.12,2.02,0.03,27.71
txact,64,1,10,50,10,5,49.4,5.45,0.11,75.29,2.7018533,0.02423,0.0089679,18.28,2.02,0.04,27.87
txact,1,1,10,50,10,5,50.05,5.63,0.1,76.84,2.798953,0.117616,0.0420214,17.88,2.01,0.04,27.45
txact,2,1,10,50,10,5,48.85,5.49,0.11,74.95,2.7354101,0.063533,0.0232261,17.86,2.01,0.04,27.4
txact,4,1,10,50,10,5,48.03,5.44,0.08,73.75,2.6963563,0.020323,0.0075372,17.81,2.02,0.03,27.35
txact,6,1,10,50,10,5,49.07,5.41,0.1,75.11,2.681178,0.021208,0.00791,18.3,2.02,0.04,28.01
txact,8,1,10,50,10,5,49.07,5.4,0.09,75.01,2.6748777,0.022371,0.0083634,18.34,2.02,0.03,28.04
txact,10,1,10,50,10,5,49.01,5.48,0.1,75.23,2.7091498,0.025001,0.0092284,18.09,2.02,0.04,27.77
txact,12,1,10,50,10,5,49.18,5.48,0.08,75.43,2.7188223,0.02082,0.0076577,18.09,2.02,0.03,27.74
txact,14,1,10,50,10,5,49.34,5.5,0.12,75.65,2.7147743,0.024951,0.0091908,18.17,2.03,0.04,27.87
txact,16,1,10,50,10,5,49.98,5.47,0.08,76.27,2.7069908,0.047809,0.0176613,18.46,2.02,0.03,28.18
txact,18,1,10,50,10,5,49.02,5.49,0.12,75.2,2.7160275,0.0236,0.0086892,18.05,2.02,0.04,27.69
txact,20,1,10,50,10,5,49.61,5.44,0.1,75.84,2.6860747,0.027523,0.0102466,18.47,2.03,0.04,28.23
txact,22,1,10,50,10,5,49.16,5.48,0.1,75.49,2.7129107,0.022389,0.0082528,18.12,2.02,0.04,27.83
txact,24,1,10,50,10,5,49.33,5.46,0.08,75.57,2.7000951,0.030517,0.0113022,18.27,2.02,0.03,27.99
