version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
txact,26,1,100,50,10,5,47.71,1.19,0.03,48.53,2.6383281,0.10513,0.0398472,18.08,0.45,0.01,18.39
txact,28,1,100,50,10,5,48.74,1.18,0.02,49.56,2.6291337,0.116438,0.0442876,18.54,0.45,0.01,18.85
txact,30,1,100,50,10,5,46.88,1.19,0.03,47.72,2.6381981,0.087118,0.0330218,17.77,0.45,0.01,18.09
txact,32,1,100,50,10,5,47.26,1.17,0.02,48.08,2.5990634,0.084471,0.0325006,18.18,0.45,0.01,18.5
txact,34,1,100,50,10,5,47.23,1.17,0.02,48.04,2.5820153,0.089469,0.0346508,18.29,0.45,0.01,18.61
txact,36,1,100,50,10,5,48.76,1.18,0.01,49.58,2.6311779,0.127337,0.0483954,18.53,0.45,0.0,18.84
txact,38,1,100,50,10,5,47.61,1.17,0.02,48.44,2.593456,0.092126,0.0355225,18.36,0.45,0.01,18.68
txact,40,1,100,50,10,5,47.98,1.2,0.03,48.84,2.6695834,0.115342,0.043206,17.97,0.45,0.01,18.29
txact,42,1,100,50,10,5,47.2,1.18,0.01,48.02,2.6215837,0.098129,0.0374312,18.0,0.45,0.0,18.32
txact,44,1,100,50,10,5,48.56,1.2,0.02,49.38,2.6685596,0.123679,0.0463467,18.2,0.45,0.01,18.5
txact,46,1,100,50,10,5,47.27,1.17,0.02,48.11,2.5904974,0.086463,0.033377,18.25,0.45,0.01,18.57
txact,48,1,100,50,10,5,47.49,1.18,0.02,48.32,2.5971779,0.085304,0.0328449,18.29,0.45,0.01,18.6
txact,50,1,100,50,10,5,46.99,1.19,0.02,47.83,2.6639479,0.095873,0.0359891,17.64,0.45,0.01,17.95
txact,52,1,100,50,10,5,49.1,1.21,0.02,49.96,2.6846984,0.129123,0.0480959,18.29,0.45,0.01,18.61
txact,54,1,100,50,10,5,47.5,1.18,0.02,48.32,2.6140182,0.099878,0.0382086,18.17,0.45,0.01,18.48
txact,56,1,100,50,10,5,47.42,1.18,0.02,48.23,2.598477,0.091823,0.0353372,18.25,0.45,0.01,18.56
txact,58,1,100,50,10,5,47.84,1.19,0.02,48.68,2.6495859,0.095847,0.0361743,18.06,0.45,0.01,18.37
txact,60,1,100,50,10,5,47.49,1.18,0.02,48.31,2.6116499,0.101769,0.0389673,18.18,0.45,0.01,18.5
txact,62,1,100,50,10,5,47.58,1.2,0.02,48.43,2.6590115,0.100884,0.0379404,17.89,0.45,0.01,18.21
txact,64,1,100,50,10,5,48.03,1.19,0.02,48.85,2.6227023,0.107895,0.0411389,18.31,0.45,0.01,18.63
txact,1,1,100,50,10,5,62.75,1.52,0.02,63.9,3.7181208,1.199595,0.3226348,16.88,0.41,0.01,17.19
txact,2,1,100,50,10,5,53.16,1.28,0.02,54.08,2.9155941,0.385169,0.1321065,18.23,0.44,0.01,18.55
txact,4,1,100,50,10,5,49.77,1.2,0.03,50.61,2.6688816,0.164072,0.0614759,18.65,0.45,0.01,18.96
txact,6,1,100,50,10,5,47.32,1.19,0.02,48.16,2.6556915,0.090418,0.0340469,17.82,0.45,0.01,18.13
txact,8,1,100,50,10,5,47.6,1.17,0.03,48.43,2.5730767,0.080469,0.0312735,18.5,0.45,0.01,18.82
txact,10,1,100,50,10,5,47.43,1.18,0.02,48.26,2.6149117,0.080907,0.0309406,18.14,0.45,0.01,18.46
txact,12,1,100,50,10,5,46.99,1.17,0.02,47.82,2.597631,0.075973,0.029247,18.09,0.45,0.01,18.41
txact,14,1,100,50,10,5,46.83,1.19,0.01,47.65,2.6532037,0.081145,0.0305838,17.65,0.45,0.0,17.96
txact,16,1,100,50,10,5,46.87,1.18,0.02,47.7,2.6286802,0.079298,0.0301665,17.83,0.45,0.01,18.15
txact,18,1,100,50,10,5,46.65,1.18,0.02,47.47,2.6131076,0.084925,0.0324996,17.85,0.45,0.01,18.17
txact,20,1,100,50,10,5,48.78,1.18,0.02,49.62,2.6278435,0.121829,0.0463608,18.56,0.45,0.01,18.88
txact,22,1,100,50,10,5,48.03,1.18,0.02,48.87,2.5932916,0.080642,0.0310964,18.52,0.46,0.01,18.84
txact,24,1,100,50,10,5,47.77,1.18,0.02,48.61,2.6128561,0.088794,0.0339835,18.28,0.45,0.01,18.6
txact,26,1,100,50,10,5,47.24,1.19,0.02,48.08,2.6600145,0.087929,0.0330558,17.76,0.45,0.01,18.08
txact,28,1,100,50,10,5,47.24,1.18,0.02,48.07,2.6175394,0.084757,0.0323804,18.05,0.45,0.01,18.36
txact,30,1,100,50,10,5,49.05,1.18,0.01,49.88,2.6294225,0.125648,0.0477854,18.65,0.45,0.0,18.97
txact,32,1,100,50,10,5,47.61,1.18,0.03,48.44,2.6070732,0.092737,0.0355713,18.26,0.45,0.01,18.58
txact,34,1,100,50,10,5,47.56,1.18,0.02,48.4,2.6156186,0.087454,0.0334353,18.18,0.45,0.01,18.5
txact,36,1,100,50,10,5,47.78,1.18,0.02,48.61,2.5906805,0.094651,0.0365352,18.44,0.46,0.01,18.76
txact,38,1,100,50,10,5,46.92,1.18,0.02,47.74,2.6228652,0.085983,0.0327821,17.89,0.45,0.01,18.2
txact,40,1,100,50,10,5,48.38,1.2,0.02,49.21,2.6665426,0.11615,0.0435583,18.14,0.45,0.01,18.45
txact,42,1,100,50,10,5,47.33,1.18,0.02,48.16,2.6165855,0.09181,0.0350877,18.09,0.45,0.01,18.41
txact,44,1,100,50,10,5,48.74,1.19,0.02,49.57,2.6512911,0.112827,0.0425555,18.38,0.45,0.01,18.7
txact,46,1,100,50,10,5,47.52,1.18,0.02,48.35,2.5993559,0.093487,0.0359654,18.28,0.45,0.01,18.6
txact,48,1,100,50,10,5,47.29,1.19,0.02,48.13,2.632808,0.095769,0.0363752,17.96,0.45,0.01,18.28
txact,50,1,100,50,10,5,47.58,1.18,0.02,48.4,2.6229838,0.090384,0.0344585,18.14,0.45,0.01,18.45
txact,52,1,100,50,10,5,48.58,1.18,0.03,49.43,2.6025601,0.111658,0.0429031,18.67,0.45,0.01,18.99
txact,54,1,100,50,10,5,49.35,1.18,0.01,50.17,2.6286013,0.13121,0.0499163,18.77,0.45,0.0,19.09
txact,56,1,100,50,10,5,47.82,1.18,0.03,48.64,2.5971896,0.091445,0.0352092,18.41,0.45,0.01,18.73
txact,58,1,100,50,10,5,48.32,1.18,0.02,49.14,2.5972512,0.114638,0.0441382,18.6,0.45,0.01,18.92
txact,60,1,100,50,10,5,48.42,1.19,0.03,49.28,2.6282626,0.110059,0.0418752,18.42,0.45,0.01,18.75
txact,62,1,100,50,10,5,50.19,1.2,0.03,51.05,2.6782948,0.146959,0.0548704,18.74,0.45,0.01,19.06
txact,64,1,100,50,10,5,49.52,1.19,0.01,50.36,2.6375634,0.129942,0.0492659,18.77,0.45,0.0,19.09
txact,1,1,100,50,10,5,63.44,1.52,0.03,64.6,3.7066074,1.205121,0.3251278,17.12,0.41,0.01,17.43
txact,2,1,100,50,10,5,50.65,1.23,0.02,51.53,2.7630017,0.265925,0.096245,18.33,0.45,0.01,18.65
txact,4,1,100,50,10,5,48.81,1.2,0.02,49.67,2.6844423,0.147686,0.0550155,18.18,0.45,0.01,18.5
txact,6,1,100,50,10,5,47.1,1.17,0.02,47.91,2.5811041,0.077325,0.0299581,18.25,0.45,0.01,18.56
txact,8,1,100,50,10,5,47.31,1.17,0.02,48.12,2.6138943,0.105718,0.0404446,18.1,0.45,0.01,18.41
txact,10,1,100,50,10,5,47.04,1.16,0.01,47.84,2.5712744,0.080857,0.0314463,18.29,0.45,0.0,18.61
txact,12,1,100,50,10,5,46.81,1.18,0.02,47.63,2.6282597,0.076735,0.0291961,17.81,0.45,0.01,18.12
txact,14,1,100,50,10,5,47.0,1.17,0.02,47.83,2.5986449,0.084276,0.0324307,18.09,0.45,0.01,18.41
txact,16,1,100,50,10,5,47.11,1.16,0.02,47.93,2.5763184,0.085223,0.0330794,18.29,0.45,0.01,18.6
txact,18,1,100,50,10,5,47.67,1.18,0.03,48.51,2.6096792,0.100067,0.0383446,18.27,0.45,0.01,18.59
txact,20,1,100,50,10,5,47.89,1.19,0.02,48.75,2.6552794,0.101223,0.0381214,18.04,0.45,0.01,18.36
txact,22,1,100,50,10,5,47.74,1.18,0.01,48.56,2.6345265,0.093605,0.0355301,18.12,0.45,0.0,18.43
txact,24,1,100,50,10,5,47.12,1.19,0.02,47.97,2.6366469,0.087844,0.0333166,17.87,0.45,0.01,18.19
txact,26,1,100,50,10,5,48.48,1.18,0.02,49.32,2.6196887,0.098184,0.0374793,18.51,0.45,0.01,18.83
txact,28,1,100,50,10,5,47.54,1.19,0.03,48.39,2.6591358,0.093398,0.0351234,17.88,0.45,0.01,18.2
txact,30,1,100,50,10,5,47.09,1.2,0.03,47.94,2.6649896,0.094474,0.03545,17.67,0.45,0.01,17.99
txact,32,1,100,50,10,5,47.29,1.19,0.03,48.15,2.6546046,0.090455,0.0340748,17.81,0.45,0.01,18.14
txact,34,1,100,50,10,5,46.82,1.18,0.02,47.64,2.5944849,0.091003,0.0350756,18.05,0.45,0.01,18.36
txact,36,1,100,50,10,5,47.94,1.18,0.01,48.76,2.6294855,0.102267,0.0388924,18.23,0.45,0.0,18.54
txact,38,1,100,50,10,5,47.44,1.17,0.01,48.25,2.6076229,0.096297,0.036929,18.19,0.45,0.0,18.5
txact,40,1,100,50,10,5,47.18,1.18,0.01,47.99,2.5996576,0.093305,0.0358913,18.15,0.45,0.0,18.46
txact,42,1,100,50,10,5,48.95,1.2,0.01,49.79,2.6918196,0.121538,0.0451509,18.18,0.45,0.0,18.5
txact,44,1,100,50,10,5,47.21,1.2,0.02,48.05,2.6790253,0.120921,0.0451362,17.62,0.45,0.01,17.94
txact,46,1,100,50,10,5,48.68,1.17,0.02,49.48,2.5985742,0.111869,0.0430501,18.73,0.45,0.01,19.04
txact,48,1,100,50,10,5,47.09,1.2,0.02,47.93,2.6432006,0.096635,0.0365598,17.82,0.45,0.01,18.13
txact,50,1,100,50,10,5,47.86,1.18,0.02,48.69,2.6072431,0.102916,0.0394731,18.36,0.45,0.01,18.67
txact,52,1,100,50,10,5,47.99,1.18,0.02,48.82,2.5996161,0.102766,0.0395312,18.46,0.45,0.01,18.78
txact,54,1,100,50,10,5,46.97,1.18,0.02,47.8,2.6066762,0.073401,0.0281588,18.02,0.45,0.01,18.34
txact,56,1,100,50,10,5,48.37,1.18,0.02,49.21,2.608482,0.10682,0.040951,18.54,0.45,0.01,18.87
txact,58,1,100,50,10,5,47.85,1.21,0.03,48.71,2.6770427,0.099054,0.0370013,17.87,0.45,0.01,18.2
txact,60,1,100,50,10,5,50.56,1.2,0.02,51.41,2.6551486,0.151893,0.057207,19.04,0.45,0.01,19.36
txact,62,1,100,50,10,5,49.69,1.19,0.02,50.54,2.6547572,0.140348,0.0528666,18.72,0.45,0.01,19.04
txact,64,1,100,50,10,5,47.28,1.18,0.02,48.11,2.6029555,0.092247,0.0354393,18.16,0.45,0.01,18.48
txact,1,1,100,50,10,5,63.38,1.52,0.02,64.53,3.7007823,1.208014,0.3264213,17.13,0.41,0.01,17.44
txact,2,1,100,50,10,5,53.89,1.28,0.02,54.81,2.9127367,0.397524,0.1364778,18.5,0.44,0.01,18.82
txact,4,1,100,50,10,5,48.86,1.19,0.02,49.69,2.6359787,0.138449,0.0525228,18.54,0.45,0.01,18.85
txact,6,1,100,50,10,5,47.87,1.17,0.03,48.69,2.6112659,0.106017,0.0405998,18.33,0.45,0.01,18.65
txact,8,1,100,50,10,5,47.26,1.19,0.03,48.09,2.6231569,0.079105,0.0301564,18.02,0.45,0.01,18.33
txact,10,1,100,50,10,5,47.28,1.17,0.03,48.1,2.594819,0.074109,0.0285604,18.22,0.45,0.01,18.54
txact,12,1,100,50,10,5,47.18,1.16,0.02,48.0,2.5665859,0.076256,0.0297111,18.38,0.45,0.01,18.7
txact,14,1,100,50,10,5,47.6,1.16,0.02,48.42,2.5877952,0.082962,0.032059,18.39,0.45,0.01,18.71
txact,16,1,100,50,10,5,47.14,1.16,0.02,47.95,2.5670121,0.080253,0.0312632,18.36,0.45,0.01,18.68
txact,18,1,100,50,10,5,46.65,1.19,0.02,47.5,2.640273,0.083624,0.0316725,17.67,0.45,0.01,17.99
txact,20,1,100,50,10,5,49.3,1.19,0.02,50.13,2.6473849,0.120744,0.0456088,18.62,0.45,0.01,18.94
txact,22,1,100,50,10,5,47.78,1.17,0.02,48.6,2.5918857,0.089093,0.0343738,18.43,0.45,0.01,18.75
txact,24,1,100,50,10,5,48.46,1.18,0.01,49.29,2.6357658,0.104871,0.0397877,18.39,0.45,0.0,18.7
txact,26,1,100,50,10,5,47.4,1.19,0.02,48.23,2.6501103,0.090627,0.0341974,17.89,0.45,0.01,18.2
txact,28,1,100,50,10,5,47.55,1.19,0.03,48.39,2.6512267,0.085016,0.0320667,17.94,0.45,0.01,18.25
txact,30,1,100,50,10,5,48.17,1.18,0.02,48.99,2.6192628,0.107631,0.0410921,18.39,0.45,0.01,18.7
txact,32,1,100,50,10,5,48.5,1.18,0.03,49.35,2.6175062,0.106339,0.0406261,18.53,0.45,0.01,18.85
txact,34,1,100,50,10,5,48.2,1.18,0.02,49.04,2.6136564,0.103498,0.0395989,18.44,0.45,0.01,18.76
txact,36,1,100,50,10,5,47.43,1.18,0.01,48.25,2.6259072,0.096066,0.0365839,18.06,0.45,0.0,18.37
txact,38,1,100,50,10,5,47.03,1.18,0.02,47.86,2.6146984,0.090822,0.0347352,17.99,0.45,0.01,18.3
txact,40,1,100,50,10,5,47.92,1.17,0.02,48.76,2.590473,0.104585,0.0403729,18.5,0.45,0.01,18.82
txact,42,1,100,50,10,5,48.7,1.19,0.02,49.53,2.6172992,0.105956,0.040483,18.61,0.45,0.01,18.92
txact,44,1,100,50,10,5,47.21,1.21,0.03,48.07,2.6741138,0.097363,0.0364094,17.65,0.45,0.01,17.98
txact,46,1,100,50,10,5,49.13,1.19,0.03,49.97,2.6396349,0.124236,0.0470656,18.61,0.45,0.01,18.93
txact,48,1,100,50,10,5,47.35,1.17,0.03,48.18,2.5939139,0.097022,0.0374037,18.25,0.45,0.01,18.57
txact,50,1,100,50,10,5,48.04,1.2,0.03,48.89,2.6797989,0.106106,0.0395948,17.93,0.45,0.01,18.24
txact,52,1,100,50,10,5,48.52,1.19,0.02,49.35,2.6372081,0.11195,0.0424502,18.4,0.45,0.01,18.71
txact,54,1,100,50,10,5,49.63,1.19,0.03,50.47,2.6478066,0.15379,0.058082,18.74,0.45,0.01,19.06
txact,56,1,100,50,10,5,49.61,1.2,0.02,50.46,2.6618788,0.136193,0.0511642,18.64,0.45,0.01,18.96
txact,58,1,100,50,10,5,47.12,1.2,0.02,47.96,2.6330637,0.100103,0.0380177,17.9,0.46,0.01,18.21
txact,60,1,100,50,10,5,47.84,1.18,0.02,48.66,2.6056359,0.107174,0.0411316,18.36,0.45,0.01,18.67
txact,62,1,100,50,10,5,47.53,1.18,0.02,48.36,2.5966541,0.095248,0.036681,18.3,0.45,0.01,18.62
txact,64,1,100,50,10,5,47.28,1.19,0.02,48.11,2.611068,0.098731,0.0378125,18.11,0.46,0.01,18.43
txact,1,1,100,50,10,5,62.35,1.51,0.02,63.49,3.6821202,1.201126,0.326205,16.93,0.41,0.01,17.24
txact,2,1,100,50,10,5,52.66,1.28,0.02,53.59,2.908784,0.37897,0.1302847,18.1,0.44,0.01,18.42
txact,4,1,100,50,10,5,50.97,1.22,0.03,51.85,2.7353014,0.250745,0.09167,18.63,0.45,0.01,18.96
txact,6,1,100,50,10,5,47.5,1.18,0.02,48.33,2.6209454,0.104553,0.0398913,18.12,0.45,0.01,18.44
txact,8,1,100,50,10,5,47.59,1.17,0.02,48.42,2.6083687,0.112217,0.0430219,18.25,0.45,0.01,18.56
txact,10,1,100,50,10,5,47.36,1.19,0.02,48.19,2.640596,0.089178,0.0337719,17.94,0.45,0.01,18.25
txact,12,1,100,50,10,5,47.25,1.17,0.03,48.08,2.6030257,0.083856,0.0322148,18.15,0.45,0.01,18.47
txact,14,1,100,50,10,5,46.7,1.18,0.02,47.52,2.6195053,0.082086,0.0313365,17.83,0.45,0.01,18.14
txact,16,1,100,50,10,5,47.07,1.18,0.02,47.9,2.6273558,0.09487,0.0361085,17.92,0.45,0.01,18.23
txact,18,1,100,50,10,5,47.53,1.17,0.01,48.34,2.5917296,0.090539,0.0349338,18.34,0.45,0.0,18.65
txact,20,1,100,50,10,5,47.15,1.19,0.03,47.99,2.6573188,0.087714,0.0330085,17.74,0.45,0.01,18.06
txact,22,1,100,50,10,5,46.56,1.16,0.02,47.38,2.5855579,0.080565,0.0311596,18.01,0.45,0.01,18.32
txact,24,1,100,50,10,5,47.19,1.18,0.02,48.02,2.6479514,0.100766,0.0380543,17.82,0.45,0.01,18.13
txact,26,1,100,50,10,5,47.3,1.17,0.03,48.14,2.5942431,0.083664,0.0322499,18.23,0.45,0.01,18.56
txact,28,1,100,50,10,5,47.01,1.18,0.01,47.83,2.6238176,0.096509,0.0367819,17.92,0.45,0.0,18.23
txact,30,1,100,50,10,5,48.29,1.18,0.02,49.12,2.6295143,0.104985,0.0399256,18.36,0.45,0.01,18.68
txact,32,1,100,50,10,5,47.79,1.18,0.03,48.63,2.5968048,0.102409,0.0394365,18.4,0.45,0.01,18.73
txact,34,1,100,50,10,5,48.61,1.19,0.02,49.46,2.6363268,0.110045,0.0417418,18.44,0.45,0.01,18.76
txact,36,1,100,50,10,5,47.49,1.19,0.02,48.33,2.6256347,0.086438,0.0329208,18.09,0.45,0.01,18.41
txact,38,1,100,50,10,5,47.1,1.18,0.02,47.94,2.6293464,0.089829,0.034164,17.91,0.45,0.01,18.23
txact,40,1,100,50,10,5,47.38,1.19,0.02,48.2,2.6424162,0.091699,0.0347027,17.93,0.45,0.01,18.24
txact,42,1,100,50,10,5,48.35,1.2,0.02,49.19,2.6690527,0.120243,0.0450508,18.12,0.45,0.01,18.43
txact,44,1,100,50,10,5,47.29,1.19,0.03,48.12,2.6332831,0.098273,0.0373196,17.96,0.45,0.01,18.27
txact,46,1,100,50,10,5,48.5,1.18,0.02,49.32,2.5995186,0.107236,0.0412523,18.66,0.45,0.01,18.97
txact,48,1,100,50,10,5,49.29,1.2,0.03,50.13,2.6632367,0.132212,0.0496434,18.51,0.45,0.01,18.82
txact,50,1,100,50,10,5,47.29,1.19,0.02,48.13,2.6265615,0.089861,0.0342124,18.0,0.45,0.01,18.32
txact,52,1,100,50,10,5,47.4,1.18,0.02,48.22,2.6186281,0.09249,0.03532,18.1,0.45,0.01,18.41
txact,54,1,100,50,10,5,48.87,1.19,0.02,49.7,2.6401444,0.115535,0.0437609,18.51,0.45,0.01,18.82
txact,56,1,100,50,10,5,50.86,1.2,0.02,51.7,2.6639382,0.15789,0.0592694,19.09,0.45,0.01,19.41
txact,58,1,100,50,10,5,47.2,1.19,0.02,48.04,2.6206887,0.090214,0.0344238,18.01,0.45,0.01,18.33
txact,60,1,100,50,10,5,47.47,1.2,0.03,48.34,2.6433672,0.095976,0.0363082,17.96,0.45,0.01,18.29
txact,62,1,100,50,10,5,49.14,1.21,0.03,49.99,2.695088,0.117821,0.0437169,18.23,0.45,0.01,18.55
txact,64,1,100,50,10,5,48.63,1.19,0.03,49.47,2.6424649,0.119589,0.0452566,18.4,0.45,0.01,18.72
txact,1,1,100,50,10,5,62.68,1.51,0.02,63.83,3.6863927,1.205562,0.3270303,17.0,0.41,0.01,17.32
txact,2,1,100,50,10,5,50.5,1.23,0.02,51.37,2.7708761,0.265013,0.0956423,18.23,0.44,0.01,18.54
txact,4,1,100,50,10,5,49.71,1.22,0.02,50.59,2.7218317,0.199346,0.0732396,18.26,0.45,0.01,18.59
txact,6,1,100,50,10,5,47.67,1.18,0.02,48.51,2.6115625,0.098941,0.0378857,18.25,0.45,0.01,18.58
txact,8,1,100,50,10,5,46.76,1.19,0.03,47.63,2.6443899,0.071998,0.0272267,17.68,0.45,0.01,18.01
txact,10,1,100,50,10,5,46.93,1.17,0.02,47.75,2.5828471,0.083141,0.0321897,18.17,0.45,0.01,18.49
txact,12,1,100,50,10,5,47.62,1.17,0.03,48.45,2.5908072,0.084624,0.0326632,18.38,0.45,0.01,18.7
txact,14,1,100,50,10,5,47.0,1.19,0.02,47.84,2.6130785,0.085968,0.0328991,17.99,0.46,0.01,18.31
txact,16,1,100,50,10,5,46.66,1.16,0.02,47.48,2.5836085,0.073923,0.0286123,18.06,0.45,0.01,18.38
txact,18,1,100,50,10,5,46.89,1.16,0.02,47.69,2.5791117,0.081477,0.0315911,18.18,0.45,0.01,18.49
txact,20,1,100,50,10,5,48.03,1.17,0.03,48.86,2.5847146,0.091613,0.0354441,18.58,0.45,0.01,18.9
txact,22,1,100,50,10,5,47.14,1.17,0.01,47.95,2.5788228,0.083786,0.03249,18.28,0.45,0.0,18.59
txact,24,1,100,50,10,5,47.06,1.17,0.01,47.86,2.590048,0.095829,0.0369989,18.17,0.45,0.0,18.48
txact,26,1,100,50,10,5,47.57,1.2,0.01,48.4,2.657599,0.098197,0.0369495,17.9,0.45,0.0,18.21
txact,28,1,100,50,10,5,47.78,1.17,0.02,48.61,2.5955037,0.099634,0.0383872,18.41,0.45,0.01,18.73
txact,30,1,100,50,10,5,47.08,1.18,0.02,47.91,2.6070156,0.097034,0.0372203,18.06,0.45,0.01,18.38
txact,32,1,100,50,10,5,49.14,1.18,0.01,49.96,2.6471354,0.125422,0.0473803,18.56,0.45,0.0,18.87
txact,34,1,100,50,10,5,47.84,1.19,0.02,48.68,2.6589909,0.108047,0.0406346,17.99,0.45,0.01,18.31
txact,36,1,100,50,10,5,48.34,1.19,0.01,49.17,2.6371735,0.119304,0.0452393,18.33,0.45,0.0,18.64
txact,38,1,100,50,10,5,48.69,1.18,0.02,49.51,2.6212085,0.118483,0.0452017,18.58,0.45,0.01,18.89
txact,40,1,100,50,10,5,47.9,1.2,0.02,48.76,2.6667069,0.117793,0.0441717,17.96,0.45,0.01,18.28
txact,42,1,100,50,10,5,48.59,1.19,0.02,49.44,2.6534616,0.121681,0.0458575,18.31,0.45,0.01,18.63
txact,44,1,100,50,10,5,48.39,1.18,0.02,49.22,2.6046505,0.112063,0.0430242,18.58,0.45,0.01,18.9
txact,46,1,100,50,10,5,47.03,1.2,0.02,47.89,2.6575969,0.090111,0.0339069,17.7,0.45,0.01,18.02
txact,48,1,100,50,10,5,48.49,1.18,0.01,49.31,2.6151019,0.100507,0.0384333,18.54,0.45,0.0,18.86
txact,50,1,100,50,10,5,48.87,1.2,0.02,49.7,2.656189,0.123299,0.0464195,18.4,0.45,0.01,18.71
txact,52,1,100,50,10,5,48.83,1.18,0.02,49.65,2.6155288,0.108219,0.0413756,18.67,0.45,0.01,18.98
txact,54,1,100,50,10,5,47.64,1.18,0.03,48.47,2.6110265,0.093191,0.0356913,18.25,0.45,0.01,18.56
txact,56,1,100,50,10,5,48.83,1.22,0.03,49.69,2.690462,0.138361,0.0514265,18.15,0.45,0.01,18.47
txact,58,1,100,50,10,5,47.75,1.19,0.01,48.57,2.6328743,0.102735,0.0390201,18.14,0.45,0.0,18.45
txact,60,1,100,50,10,5,48.25,1.19,0.03,49.09,2.6322537,0.11544,0.043856,18.33,0.45,0.01,18.65
txact,62,1,100,50,10,5,47.4,1.18,0.02,48.24,2.5926485,0.098237,0.0378906,18.28,0.46,0.01,18.61
txact,64,1,100,50,10,5,49.31,1.19,0.02,50.16,2.6243215,0.137109,0.0522455,18.79,0.45,0.01,19.11
txact,1,1,100,50,10,5,62.59,1.52,0.02,63.72,3.7238477,1.214243,0.3260721,16.81,0.41,0.01,17.11
txact,2,1,100,50,10,5,50.79,1.25,0.02,51.69,2.8259148,0.297924,0.1054257,17.97,0.44,0.01,18.29
txact,4,1,100,50,10,5,48.61,1.19,0.02,49.44,2.6412099,0.130558,0.0494311,18.4,0.45,0.01,18.72
txact,6,1,100,50,10,5,47.59,1.18,0.02,48.41,2.6265921,0.097023,0.0369387,18.12,0.45,0.01,18.43
txact,8,1,100,50,10,5,47.37,1.16,0.02,48.17,2.5614962,0.086017,0.0335808,18.49,0.45,0.01,18.81
txact,10,1,100,50,10,5,47.14,1.18,0.02,47.97,2.6094956,0.074127,0.0284066,18.06,0.45,0.01,18.38
txact,12,1,100,50,10,5,47.06,1.19,0.01,47.9,2.6458018,0.079056,0.0298798,17.79,0.45,0.0,18.1
txact,14,1,100,50,10,5,48.0,1.18,0.02,48.83,2.6133915,0.09455,0.036179,18.37,0.45,0.01,18.68
txact,16,1,100,50,10,5,47.66,1.17,0.02,48.5,2.6118905,0.088445,0.0338624,18.25,0.45,0.01,18.57
txact,18,1,100,50,10,5,48.31,1.18,0.02,49.13,2.6094153,0.089457,0.0342824,18.51,0.45,0.01,18.83
txact,20,1,100,50,10,5,47.39,1.19,0.02,48.24,2.6501539,0.100493,0.0379197,17.88,0.45,0.01,18.2
txact,22,1,100,50,10,5,47.11,1.19,0.01,47.94,2.6492803,0.087729,0.0331143,17.78,0.45,0.0,18.1
txact,24,1,100,50,10,5,47.47,1.18,0.02,48.29,2.6245795,0.085243,0.0324787,18.09,0.45,0.01,18.4
txact,26,1,100,50,10,5,48.71,1.19,0.01,49.54,2.6363798,0.10428,0.0395542,18.48,0.45,0.0,18.79
txact,28,1,100,50,10,5,47.15,1.19,0.02,48.0,2.6536475,0.091736,0.0345698,17.77,0.45,0.01,18.09
txact,30,1,100,50,10,5,48.21,1.18,0.02,49.03,2.6368168,0.102627,0.0389208,18.28,0.45,0.01,18.59
txact,32,1,100,50,10,5,48.11,1.19,0.03,48.95,2.632936,0.106639,0.0405019,18.27,0.45,0.01,18.59
txact,34,1,100,50,10,5,47.27,1.19,0.02,48.1,2.6390761,0.095142,0.0360513,17.91,0.45,0.01,18.23
txact,36,1,100,50,10,5,47.96,1.18,0.01,48.77,2.6052253,0.103136,0.0395881,18.41,0.45,0.0,18.72
txact,38,1,100,50,10,5,48.91,1.19,0.02,49.74,2.6269414,0.119108,0.0453409,18.62,0.45,0.01,18.93
txact,40,1,100,50,10,5,47.39,1.18,0.03,48.21,2.6060487,0.091519,0.0351179,18.18,0.45,0.01,18.5
txact,42,1,100,50,10,5,49.0,1.2,0.02,49.85,2.6789877,0.135351,0.0505232,18.29,0.45,0.01,18.61
txact,44,1,100,50,10,5,48.37,1.19,0.02,49.19,2.6427949,0.115592,0.0437385,18.3,0.45,0.01,18.61
txact,46,1,100,50,10,5,48.13,1.19,0.03,48.96,2.6282853,0.110536,0.0420563,18.31,0.45,0.01,18.63
txact,48,1,100,50,10,5,47.96,1.2,0.03,48.81,2.6580996,0.108529,0.0408295,18.04,0.45,0.01,18.36
txact,50,1,100,50,10,5,47.49,1.19,0.03,48.33,2.6220046,0.098815,0.0376868,18.11,0.45,0.01,18.43
txact,52,1,100,50,10,5,48.31,1.19,0.03,49.14,2.6325343,0.111818,0.0424754,18.35,0.45,0.01,18.67
txact,54,1,100,50,10,5,49.05,1.19,0.02,49.88,2.6304482,0.114531,0.0435405,18.65,0.45,0.01,18.96
txact,56,1,100,50,10,5,47.2,1.19,0.02,48.04,2.6315002,0.097827,0.0371754,17.94,0.45,0.01,18.26
txact,58,1,100,50,10,5,48.98,1.19,0.02,49.82,2.6310922,0.1265,0.0480789,18.62,0.45,0.01,18.94
txact,60,1,100,50,10,5,47.17,1.2,0.02,48.0,2.6498101,0.090889,0.0343002,17.8,0.45,0.01,18.11
txact,62,1,100,50,10,5,48.31,1.18,0.03,49.17,2.6283814,0.112014,0.0426171,18.38,0.45,0.01,18.71
