version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Cores,Energy Ram,Energy Gpu,Energy Pkg,Time (perf) (s),Time (exec) (s),Ratio time (%),Power_Cores,Power_Ram,Power_Gpu,Power_Pkg
original,8,0,1000,50,10,5,131.41,8.76,0.14,170.45,4.2225932,1.552336,0.3676262,31.12,2.07,0.03,40.37
original,10,0,1000,50,10,5,133.79,8.97,0.12,173.69,4.3127165,1.613931,0.3742261,31.02,2.08,0.03,40.27
original,12,0,1000,50,10,5,139.86,9.26,0.17,180.56,4.4265116,1.719493,0.3884533,31.6,2.09,0.04,40.79
original,14,0,1000,50,10,5,145.11,9.41,0.14,186.66,4.5105055,1.810385,0.4013708,32.17,2.09,0.03,41.38
original,16,0,1000,50,10,5,143.76,9.3,0.09,184.77,4.4507389,1.744834,0.3920324,32.3,2.09,0.02,41.51
original,18,0,1000,50,10,5,149.39,9.49,0.16,191.09,4.5318792,1.842142,0.4064852,32.96,2.09,0.04,42.17
original,20,0,1000,50,10,5,152.12,9.65,0.16,194.55,4.6010717,1.906459,0.4143511,33.06,2.1,0.03,42.28
original,22,0,1000,50,10,5,150.19,9.54,0.1,192.03,4.5659804,1.861917,0.4077803,32.89,2.09,0.02,42.06
original,24,0,1000,50,10,5,149.8,9.49,0.17,191.52,4.529874,1.87152,0.4131506,33.07,2.09,0.04,42.28
original,26,0,1000,50,10,5,152.43,9.72,0.15,195.0,4.6370193,1.93018,0.4162545,32.87,2.1,0.03,42.05
original,28,0,1000,50,10,5,157.67,9.8,0.11,200.51,4.6665503,2.012007,0.4311551,33.79,2.1,0.02,42.97
original,30,0,1000,50,10,5,160.67,9.96,0.15,204.05,4.7373849,2.084353,0.4399797,33.92,2.1,0.03,43.07
original,32,0,1000,50,10,5,157.25,9.96,0.18,200.64,4.744085,2.039391,0.4298808,33.15,2.1,0.04,42.29
original,34,0,1000,50,10,5,157.47,9.87,0.09,200.44,4.7009777,2.026955,0.4311773,33.5,2.1,0.02,42.64
original,36,0,1000,50,10,5,161.99,10.07,0.15,205.88,4.7809377,2.091503,0.4374671,33.88,2.11,0.03,43.06
original,38,0,1000,50,10,5,168.44,10.24,0.17,213.29,4.8712491,2.202144,0.4520697,34.58,2.1,0.03,43.79
original,40,0,1000,50,10,5,159.73,9.88,0.07,203.08,4.7140247,2.044096,0.4336201,33.88,2.1,0.01,43.08
original,42,0,1000,50,10,5,166.14,10.24,0.16,210.77,4.8685613,2.180361,0.447845,34.13,2.1,0.03,43.29
original,44,0,1000,50,10,5,159.97,9.97,0.18,203.62,4.7511071,2.070909,0.4358793,33.67,2.1,0.04,42.86
original,46,0,1000,50,10,5,161.87,9.94,0.07,205.34,4.7269673,2.082157,0.4404847,34.24,2.1,0.01,43.44
original,48,0,1000,50,10,5,161.63,9.98,0.16,205.34,4.7517905,2.094454,0.4407715,34.01,2.1,0.03,43.21
original,50,0,1000,50,10,5,162.05,10.06,0.17,205.85,4.7758557,2.097332,0.4391531,33.93,2.11,0.04,43.1
original,52,0,1000,50,10,5,163.25,10.08,0.08,207.21,4.8062355,2.124061,0.4419386,33.97,2.1,0.02,43.11
original,54,0,1000,50,10,5,159.53,9.98,0.14,203.04,4.7519778,2.066331,0.434836,33.57,2.1,0.03,42.73
original,56,0,1000,50,10,5,172.11,10.4,0.2,217.46,4.9435378,2.300798,0.4654153,34.82,2.1,0.04,43.99
original,58,0,1000,50,10,5,169.45,10.39,0.06,214.37,4.9294202,2.243754,0.455176,34.38,2.11,0.01,43.49
original,60,0,1000,50,10,5,171.55,10.41,0.17,216.83,4.9520362,2.266796,0.4577503,34.64,2.1,0.03,43.79
original,62,0,1000,50,10,5,161.99,10.12,0.15,206.11,4.8033309,2.093862,0.4359187,33.72,2.11,0.03,42.91
original,64,0,1000,50,10,5,156.79,9.87,0.07,199.81,4.701312,2.004587,0.4263889,33.35,2.1,0.01,42.5
original,1,0,1000,50,10,5,93.07,10.63,0.21,147.48,5.4985509,2.820243,0.5129066,16.93,1.93,0.04,26.82
original,2,0,1000,50,10,5,103.29,9.1,0.14,147.47,4.6067494,1.922862,0.417401,22.42,1.98,0.03,32.01
original,4,0,1000,50,10,5,112.41,8.58,0.07,152.67,4.2705614,1.584762,0.3710899,26.32,2.01,0.02,35.75
original,6,0,1000,50,10,5,122.24,8.91,0.14,162.98,4.374568,1.668634,0.3814397,27.94,2.04,0.03,37.26
original,8,0,1000,50,10,5,130.3,8.72,0.14,169.27,4.2167907,1.543221,0.3659705,30.9,2.07,0.03,40.14
original,10,0,1000,50,10,5,133.84,9.03,0.11,174.08,4.3515873,1.657063,0.3807951,30.76,2.08,0.03,40.0
original,12,0,1000,50,10,5,138.45,9.09,0.16,178.92,4.3616992,1.667605,0.3823292,31.74,2.08,0.04,41.02
original,14,0,1000,50,10,5,137.61,9.08,0.17,178.13,4.3757346,1.693571,0.387037,31.45,2.08,0.04,40.71
original,16,0,1000,50,10,5,142.71,9.26,0.1,183.59,4.44556,1.762061,0.3963642,32.1,2.08,0.02,41.3
original,18,0,1000,50,10,5,149.21,9.52,0.18,191.18,4.5537955,1.870657,0.4107907,32.77,2.09,0.04,41.98
original,20,0,1000,50,10,5,144.96,9.34,0.16,186.11,4.4680425,1.78884,0.4003632,32.44,2.09,0.04,41.65
original,22,0,1000,50,10,5,152.25,9.59,0.07,194.53,4.6000993,1.929893,0.4195329,33.1,2.08,0.02,42.29
original,24,0,1000,50,10,5,153.79,9.7,0.16,196.66,4.6417189,1.949604,0.4200177,33.13,2.09,0.03,42.37
original,26,0,1000,50,10,5,152.68,9.67,0.15,195.19,4.6141716,1.926867,0.4175976,33.09,2.1,0.03,42.3
original,28,0,1000,50,10,5,160.88,9.91,0.1,204.45,4.7422568,2.068544,0.436194,33.92,2.09,0.02,43.11
original,30,0,1000,50,10,5,159.93,9.96,0.16,203.51,4.7399341,2.053853,0.4333083,33.74,2.1,0.03,42.94
original,32,0,1000,50,10,5,154.03,9.75,0.18,196.9,4.6549523,1.969496,0.4230969,33.09,2.09,0.04,42.3
original,34,0,1000,50,10,5,154.95,9.87,0.08,198.18,4.7270607,1.997181,0.4224995,32.78,2.09,0.02,41.92
original,36,0,1000,50,10,5,155.35,9.8,0.14,198.07,4.6697486,1.980099,0.4240269,33.27,2.1,0.03,42.42
original,38,0,1000,50,10,5,154.78,9.79,0.2,197.69,4.6690093,1.976338,0.4232885,33.15,2.1,0.04,42.34
original,40,0,1000,50,10,5,157.37,9.85,0.09,200.57,4.7017874,2.003888,0.4261971,33.47,2.09,0.02,42.66
original,42,0,1000,50,10,5,159.48,9.95,0.15,202.75,4.7373972,2.062888,0.4354475,33.66,2.1,0.03,42.8
original,44,0,1000,50,10,5,160.92,10.0,0.16,204.39,4.7687299,2.100535,0.440481,33.74,2.1,0.03,42.86
original,46,0,1000,50,10,5,162.07,10.08,0.07,205.61,4.7920807,2.11566,0.4414909,33.82,2.1,0.01,42.91
original,48,0,1000,50,10,5,158.56,9.96,0.13,201.77,4.737096,2.037849,0.4301895,33.47,2.1,0.03,42.59
original,50,0,1000,50,10,5,162.59,10.08,0.19,206.42,4.7788025,2.090913,0.4375391,34.02,2.11,0.04,43.19
original,52,0,1000,50,10,5,169.34,10.31,0.08,214.11,4.9059465,2.243697,0.4573423,34.52,2.1,0.02,43.64
original,54,0,1000,50,10,5,161.9,10.09,0.13,205.98,4.7969397,2.105325,0.4388892,33.75,2.1,0.03,42.94
original,56,0,1000,50,10,5,166.48,10.24,0.19,211.21,4.8602844,2.163947,0.4452305,34.25,2.11,0.04,43.46
original,58,0,1000,50,10,5,172.14,10.43,0.07,217.56,4.9526729,2.275105,0.4593691,34.76,2.11,0.01,43.93
original,60,0,1000,50,10,5,169.49,10.29,0.14,214.55,4.8998291,2.216042,0.4522692,34.59,2.1,0.03,43.79
original,62,0,1000,50,10,5,169.34,10.32,0.18,214.25,4.89243,2.219823,0.4537261,34.61,2.11,0.04,43.79
original,64,0,1000,50,10,5,169.27,10.41,0.06,214.42,4.9392508,2.257596,0.4570726,34.27,2.11,0.01,43.41
original,1,0,1000,50,10,5,94.24,10.64,0.18,148.94,5.4966618,2.810419,0.5112956,17.14,1.94,0.03,27.1
original,2,0,1000,50,10,5,105.38,9.25,0.17,150.53,4.6940278,2.008533,0.4278912,22.45,1.97,0.04,32.07
original,4,0,1000,50,10,5,115.31,8.48,0.04,155.21,4.2045906,1.524265,0.362524,27.42,2.02,0.01,36.91
original,6,0,1000,50,10,5,122.5,8.63,0.16,162.55,4.2426815,1.575104,0.371252,28.87,2.03,0.04,38.31
original,8,0,1000,50,10,5,133.98,8.87,0.13,173.83,4.2760664,1.615821,0.3778756,31.33,2.07,0.03,40.65
original,10,0,1000,50,10,5,135.1,9.03,0.11,175.43,4.3625281,1.682641,0.3857032,30.97,2.07,0.03,40.21
original,12,0,1000,50,10,5,140.36,9.13,0.14,181.01,4.4006796,1.727826,0.3926271,31.9,2.07,0.03,41.13
original,14,0,1000,50,10,5,138.09,9.07,0.16,178.37,4.3604219,1.676832,0.3845573,31.67,2.08,0.04,40.91
original,16,0,1000,50,10,5,138.73,9.15,0.09,179.35,4.4079755,1.720997,0.390428,31.47,2.08,0.02,40.69
original,18,0,1000,50,10,5,149.11,9.52,0.15,191.35,4.5577479,1.869933,0.4102757,32.72,2.09,0.03,41.98
original,20,0,1000,50,10,5,153.2,9.6,0.17,195.56,4.5781693,1.887567,0.4122973,33.46,2.1,0.04,42.72
original,22,0,1000,50,10,5,150.77,9.66,0.08,193.25,4.6114288,1.905755,0.4132678,32.69,2.09,0.02,41.91
original,24,0,1000,50,10,5,153.27,9.71,0.18,196.15,4.6375359,1.925058,0.4151036,33.05,2.09,0.04,42.3
original,26,0,1000,50,10,5,152.7,9.68,0.19,195.27,4.6014663,1.888843,0.4104872,33.19,2.1,0.04,42.44
original,28,0,1000,50,10,5,163.39,10.12,0.08,207.47,4.8100389,2.109287,0.4385177,33.97,2.1,0.02,43.13
original,30,0,1000,50,10,5,170.12,10.41,0.2,215.58,4.9391324,2.230976,0.4516939,34.44,2.11,0.04,43.65
original,32,0,1000,50,10,5,166.17,10.17,0.15,210.79,4.8197344,2.137871,0.4435661,34.48,2.11,0.03,43.73
original,34,0,1000,50,10,5,165.2,10.14,0.07,209.38,4.8133604,2.119106,0.440255,34.32,2.11,0.01,43.5
original,36,0,1000,50,10,5,166.14,10.23,0.15,210.78,4.8468141,2.13975,0.4414756,34.28,2.11,0.03,43.49
original,38,0,1000,50,10,5,163.69,10.13,0.18,208.03,4.8104258,2.099695,0.4364884,34.03,2.11,0.04,43.25
original,40,0,1000,50,10,5,163.63,10.16,0.06,207.65,4.8167829,2.110438,0.4381426,33.97,2.11,0.01,43.11
original,42,0,1000,50,10,5,176.2,10.69,0.18,222.52,5.0574267,2.331556,0.4610163,34.84,2.11,0.04,44.0
original,44,0,1000,50,10,5,167.78,10.26,0.16,212.59,4.8692397,2.170026,0.4456601,34.46,2.11,0.03,43.66
original,46,0,1000,50,10,5,173.82,10.5,0.07,219.59,4.9956174,2.26821,0.45404,34.79,2.1,0.01,43.96
original,48,0,1000,50,10,5,167.87,10.27,0.18,212.75,4.867319,2.18144,0.448181,34.49,2.11,0.04,43.71
original,50,0,1000,50,10,5,170.36,10.31,0.15,215.65,4.8847909,2.226696,0.4558426,34.88,2.11,0.03,44.15
original,52,0,1000,50,10,5,174.0,10.51,0.08,220.02,4.9804754,2.28961,0.4597172,34.94,2.11,0.02,44.18
original,54,0,1000,50,10,5,172.19,10.52,0.15,218.0,4.989288,2.261841,0.4533394,34.51,2.11,0.03,43.69
original,56,0,1000,50,10,5,174.37,10.63,0.19,220.39,5.0188077,2.304797,0.459232,34.74,2.12,0.04,43.91
original,58,0,1000,50,10,5,176.14,10.73,0.07,222.2,5.0616355,2.33327,0.4609716,34.8,2.12,0.01,43.9
original,60,0,1000,50,10,5,162.64,10.13,0.16,206.71,4.814147,2.096681,0.4355249,33.78,2.1,0.03,42.94
original,62,0,1000,50,10,5,160.85,10.05,0.17,204.6,4.7792316,2.086361,0.4365474,33.66,2.1,0.04,42.81
original,64,0,1000,50,10,5,160.61,10.02,0.08,204.25,4.763878,2.072199,0.4349815,33.71,2.1,0.02,42.87
original,1,0,1000,50,10,5,93.94,10.65,0.17,148.71,5.4954544,2.81549,0.5123307,17.09,1.94,0.03,27.06
original,2,0,1000,50,10,5,104.89,9.24,0.18,149.89,4.6862518,1.99868,0.4264986,22.38,1.97,0.04,31.99
original,4,0,1000,50,10,5,117.63,8.61,0.04,157.71,4.2716037,1.584782,0.371004,27.54,2.02,0.01,36.92
original,6,0,1000,50,10,5,122.9,8.86,0.15,163.27,4.3432605,1.644717,0.3786826,28.3,2.04,0.03,37.59
original,8,0,1000,50,10,5,131.78,8.88,0.15,171.49,4.2871791,1.594085,0.3718261,30.74,2.07,0.03,40.0
original,10,0,1000,50,10,5,137.64,9.02,0.11,177.65,4.3313321,1.648848,0.3806792,31.78,2.08,0.03,41.02
original,12,0,1000,50,10,5,135.04,8.95,0.13,175.08,4.2998207,1.61121,0.3747156,31.41,2.08,0.03,40.72
original,14,0,1000,50,10,5,144.87,9.39,0.18,186.48,4.4932349,1.783005,0.3968199,32.24,2.09,0.04,41.5
original,16,0,1000,50,10,5,146.14,9.42,0.11,187.82,4.5122,1.808897,0.4008903,32.39,2.09,0.02,41.62
original,18,0,1000,50,10,5,146.05,9.46,0.13,187.68,4.5146612,1.788875,0.3962368,32.35,2.1,0.03,41.57
original,20,0,1000,50,10,5,149.39,9.57,0.18,191.7,4.5749862,1.857433,0.4059975,32.65,2.09,0.04,41.9
original,22,0,1000,50,10,5,151.09,9.53,0.09,193.13,4.5705608,1.878972,0.4111032,33.06,2.09,0.02,42.26
original,24,0,1000,50,10,5,149.18,9.52,0.14,191.12,4.561312,1.866367,0.4091733,32.71,2.09,0.03,41.9
original,26,0,1000,50,10,5,150.63,9.62,0.18,193.24,4.6061742,1.91371,0.4154663,32.7,2.09,0.04,41.95
original,28,0,1000,50,10,5,153.18,9.71,0.1,195.79,4.6498154,1.960177,0.4215602,32.94,2.09,0.02,42.11
original,30,0,1000,50,10,5,156.2,9.78,0.13,199.14,4.6769504,2.00065,0.4277681,33.4,2.09,0.03,42.58
original,32,0,1000,50,10,5,164.33,10.14,0.2,208.53,4.8292334,2.139964,0.4431271,34.03,2.1,0.04,43.18
original,34,0,1000,50,10,5,154.23,9.74,0.09,196.84,4.6535462,1.97701,0.4248395,33.14,2.09,0.02,42.3
original,36,0,1000,50,10,5,158.81,10.0,0.14,202.19,4.754118,2.066424,0.4346598,33.4,2.1,0.03,42.53
original,38,0,1000,50,10,5,160.53,9.96,0.16,204.15,4.7598845,2.070619,0.4350146,33.73,2.09,0.03,42.89
original,40,0,1000,50,10,5,158.26,9.84,0.08,201.25,4.6870134,2.021988,0.4314022,33.77,2.1,0.02,42.94
original,42,0,1000,50,10,5,161.32,9.99,0.15,204.84,4.752151,2.084932,0.4387344,33.95,2.1,0.03,43.1
original,44,0,1000,50,10,5,160.05,9.99,0.16,203.59,4.7474377,2.062621,0.4344704,33.71,2.1,0.03,42.88
original,46,0,1000,50,10,5,161.19,10.02,0.1,204.76,4.7670495,2.083507,0.4370643,33.81,2.1,0.02,42.95
original,48,0,1000,50,10,5,159.01,9.96,0.17,202.56,4.7335039,2.041341,0.4312537,33.59,2.1,0.04,42.79
original,50,0,1000,50,10,5,163.51,10.04,0.16,207.45,4.7801044,2.102529,0.43985,34.21,2.1,0.03,43.4
original,52,0,1000,50,10,5,166.05,10.24,0.07,210.61,4.8595408,2.171889,0.446933,34.17,2.11,0.01,43.34
original,54,0,1000,50,10,5,164.87,10.19,0.19,209.4,4.8356413,2.150305,0.4446784,34.09,2.11,0.04,43.3
original,56,0,1000,50,10,5,166.48,10.27,0.16,211.22,4.8701678,2.176673,0.44694,34.18,2.11,0.03,43.37
original,58,0,1000,50,10,5,167.67,10.24,0.09,212.27,4.8742667,2.193205,0.4499559,34.4,2.1,0.02,43.55
original,60,0,1000,50,10,5,164.38,10.13,0.16,208.63,4.8104176,2.127823,0.4423364,34.17,2.11,0.03,43.37
original,62,0,1000,50,10,5,173.44,10.49,0.16,219.3,4.9682084,2.285195,0.4599636,34.91,2.11,0.03,44.14
original,64,0,1000,50,10,5,168.31,10.3,0.08,213.19,4.8896073,2.200736,0.4500844,34.42,2.11,0.02,43.6
original,1,0,1000,50,10,5,93.93,10.63,0.22,148.6,5.4851324,2.819003,0.5139353,17.12,1.94,0.04,27.09
original,2,0,1000,50,10,5,108.92,9.49,0.16,155.06,4.7819251,2.074869,0.4338983,22.78,1.98,0.03,32.43
original,4,0,1000,50,10,5,117.71,8.48,0.05,157.6,4.1950452,1.52035,0.3624156,28.06,2.02,0.01,37.57
original,6,0,1000,50,10,5,123.53,8.86,0.13,164.41,4.3322133,1.629476,0.3761301,28.51,2.05,0.03,37.95
original,8,0,1000,50,10,5,135.59,8.95,0.17,175.73,4.3082283,1.607507,0.3731248,31.47,2.08,0.04,40.79
original,10,0,1000,50,10,5,135.75,9.0,0.09,175.93,4.332523,1.626929,0.3755154,31.33,2.08,0.02,40.61
original,12,0,1000,50,10,5,137.47,9.1,0.16,178.21,4.3862874,1.694963,0.3864231,31.34,2.07,0.04,40.63
original,14,0,1000,50,10,5,143.31,9.26,0.14,184.43,4.4444145,1.760159,0.3960384,32.24,2.08,0.03,41.5
original,16,0,1000,50,10,5,146.78,9.4,0.11,188.51,4.5102711,1.819896,0.4035004,32.54,2.08,0.02,41.8
original,18,0,1000,50,10,5,148.73,9.5,0.17,190.95,4.5548156,1.861485,0.408685,32.65,2.09,0.04,41.92
original,20,0,1000,50,10,5,146.9,9.34,0.18,188.43,4.4768584,1.809971,0.4042949,32.81,2.09,0.04,42.09
original,22,0,1000,50,10,5,148.12,9.46,0.09,189.99,4.5197382,1.847571,0.4087783,32.77,2.09,0.02,42.04
original,24,0,1000,50,10,5,151.11,9.51,0.14,193.27,4.5603648,1.869069,0.4098508,33.14,2.09,0.03,42.38
original,26,0,1000,50,10,5,153.0,9.62,0.16,195.51,4.6016005,1.92618,0.4185891,33.25,2.09,0.03,42.49
original,28,0,1000,50,10,5,155.83,9.79,0.1,199.12,4.6787027,1.980431,0.4232863,33.31,2.09,0.02,42.56
original,30,0,1000,50,10,5,156.17,9.74,0.13,199.15,4.6443136,1.964615,0.4230151,33.63,2.1,0.03,42.88
original,32,0,1000,50,10,5,151.82,9.62,0.18,194.18,4.5806171,1.900488,0.4148978,33.14,2.1,0.04,42.39
original,34,0,1000,50,10,5,156.22,9.76,0.09,199.12,4.6414813,1.967829,0.4239657,33.66,2.1,0.02,42.9
original,36,0,1000,50,10,5,164.49,10.15,0.19,209.15,4.8288743,2.154679,0.4462073,34.06,2.1,0.04,43.31
original,38,0,1000,50,10,5,162.97,10.07,0.15,207.07,4.7993568,2.111576,0.4399706,33.96,2.1,0.03,43.15
original,40,0,1000,50,10,5,159.3,9.97,0.07,202.73,4.7400896,2.05474,0.4334813,33.61,2.1,0.01,42.77
original,42,0,1000,50,10,5,166.14,10.17,0.19,210.74,4.8416286,2.15371,0.4448317,34.31,2.1,0.04,43.53
original,44,0,1000,50,10,5,167.86,10.27,0.16,212.69,4.881116,2.189586,0.4485831,34.39,2.1,0.03,43.57
original,46,0,1000,50,10,5,158.21,9.92,0.06,201.68,4.7308319,2.039872,0.4311867,33.44,2.1,0.01,42.63
original,48,0,1000,50,10,5,160.97,9.98,0.14,204.72,4.7455466,2.065964,0.435348,33.92,2.1,0.03,43.14
original,50,0,1000,50,10,5,165.67,10.16,0.17,210.2,4.8412249,2.162525,0.4466896,34.22,2.1,0.04,43.42
original,52,0,1000,50,10,5,168.44,10.36,0.06,213.62,4.924789,2.220875,0.4509584,34.2,2.1,0.01,43.38
original,54,0,1000,50,10,5,169.0,10.37,0.18,214.15,4.9176865,2.218842,0.4511963,34.37,2.11,0.04,43.55
original,56,0,1000,50,10,5,155.83,9.8,0.14,198.78,4.6487429,1.967121,0.4231512,33.52,2.11,0.03,42.76
original,58,0,1000,50,10,5,167.86,10.32,0.06,212.68,4.9114127,2.208694,0.4497065,34.18,2.1,0.01,43.3
original,60,0,1000,50,10,5,160.66,10.0,0.15,204.48,4.7615818,2.072698,0.4352961,33.74,2.1,0.03,42.94
original,62,0,1000,50,10,5,159.21,9.89,0.17,202.84,4.7171093,2.028824,0.430099,33.75,2.1,0.04,43.0
original,64,0,1000,50,10,5,168.23,10.27,0.1,212.88,4.8683481,2.197192,0.4513219,34.56,2.11,0.02,43.73
original,1,0,1000,50,10,5,93.43,10.7,0.17,148.27,5.52707,2.820359,0.510281,16.9,1.94,0.03,26.83
original,2,0,1000,50,10,5,105.94,9.33,0.2,151.66,4.7267126,2.045949,0.4328482,22.41,1.97,0.04,32.09
original,4,0,1000,50,10,5,114.01,8.51,0.05,153.99,4.2280341,1.54875,0.366305,26.97,2.01,0.01,36.42
original,6,0,1000,50,10,5,122.22,9.27,0.14,165.4,4.5672644,1.730977,0.3789965,26.76,2.03,0.03,36.21
original,8,0,1000,50,10,5,133.07,8.91,0.17,172.94,4.2910609,1.601774,0.3732816,31.01,2.08,0.04,40.3
original,10,0,1000,50,10,5,136.47,9.05,0.11,176.79,4.353568,1.662495,0.3818695,31.35,2.08,0.03,40.61
original,12,0,1000,50,10,5,141.22,9.21,0.16,182.23,4.429213,1.739869,0.3928167,31.88,2.08,0.04,41.14
original,14,0,1000,50,10,5,141.22,9.21,0.14,181.99,4.4185776,1.742749,0.394414,31.96,2.08,0.03,41.19
original,16,0,1000,50,10,5,139.17,9.15,0.1,179.73,4.4052998,1.723119,0.3911468,31.59,2.08,0.02,40.8
original,18,0,1000,50,10,5,144.45,9.33,0.16,185.72,4.476157,1.789734,0.3998372,32.27,2.08,0.04,41.49
original,20,0,1000,50,10,5,146.58,9.43,0.15,188.26,4.5202287,1.835057,0.4059655,32.43,2.09,0.03,41.65
original,22,0,1000,50,10,5,146.55,9.38,0.1,187.85,4.4873699,1.823708,0.4064091,32.66,2.09,0.02,41.86
original,24,0,1000,50,10,5,151.95,9.66,0.15,194.55,4.610951,1.932756,0.4191665,32.95,2.1,0.03,42.19
original,26,0,1000,50,10,5,157.45,9.87,0.18,200.77,4.698244,2.030139,0.4321059,33.51,2.1,0.04,42.73
original,28,0,1000,50,10,5,158.34,9.86,0.09,201.74,4.7115984,2.01653,0.4279928,33.61,2.09,0.02,42.82
original,30,0,1000,50,10,5,158.65,9.9,0.15,201.98,4.7098103,2.037157,0.4325348,33.69,2.1,0.03,42.88
original,32,0,1000,50,10,5,161.47,10.02,0.18,205.27,4.7685217,2.09478,0.4392934,33.86,2.1,0.04,43.05
original,34,0,1000,50,10,5,157.25,9.83,0.08,200.39,4.7054395,2.027982,0.4309867,33.42,2.09,0.02,42.59
original,36,0,1000,50,10,5,159.7,9.92,0.13,203.15,4.7216426,2.044656,0.4330391,33.82,2.1,0.03,43.03
original,38,0,1000,50,10,5,163.12,10.05,0.19,207.13,4.7803875,2.11162,0.4417257,34.12,2.1,0.04,43.33
original,40,0,1000,50,10,5,159.01,9.9,0.09,202.37,4.7224303,2.040566,0.4321008,33.67,2.1,0.02,42.85
original,42,0,1000,50,10,5,165.2,10.17,0.14,209.58,4.8361197,2.156125,0.4458378,34.16,2.1,0.03,43.34
original,44,0,1000,50,10,5,165.73,10.2,0.19,210.02,4.8397386,2.165953,0.4475351,34.24,2.11,0.04,43.39
original,46,0,1000,50,10,5,163.5,10.13,0.07,207.51,4.8154795,2.123457,0.4409648,33.95,2.1,0.01,43.09
original,48,0,1000,50,10,5,169.91,10.38,0.16,215.28,4.9295049,2.231983,0.4527804,34.47,2.11,0.03,43.67
original,50,0,1000,50,10,5,171.62,10.44,0.18,217.08,4.948744,2.271348,0.4589746,34.68,2.11,0.04,43.87
original,52,0,1000,50,10,5,167.1,10.25,0.07,212.06,4.893171,2.201305,0.4498729,34.15,2.09,0.01,43.34
original,54,0,1000,50,10,5,164.21,10.21,0.16,208.75,4.8545299,2.146119,0.4420859,33.83,2.1,0.03,43.0
original,56,0,1000,50,10,5,160.33,10.04,0.17,204.05,4.7717271,2.078311,0.4355469,33.6,2.1,0.04,42.76
original,58,0,1000,50,10,5,162.14,10.08,0.06,205.97,4.7943829,2.092684,0.4364866,33.82,2.1,0.01,42.96
original,60,0,1000,50,10,5,166.6,10.24,0.15,211.23,4.8664748,2.185211,0.4490337,34.23,2.1,0.03,43.41
original,62,0,1000,50,10,5,165.25,10.29,0.19,209.84,4.8619609,2.153063,0.4428384,33.99,2.12,0.04,43.16
original,64,0,1000,50,10,5,177.28,10.58,0.06,223.32,5.0285833,2.36203,0.4697208,35.25,2.1,0.01,44.41
original,1,0,1000,50,10,5,93.66,10.62,0.19,148.47,5.4945415,2.812297,0.5118347,17.05,1.93,0.03,27.02
original,2,0,1000,50,10,5,106.12,9.29,0.16,151.6,4.7111406,2.040253,0.4330699,22.53,1.97,0.03,32.18
original,4,0,1000,50,10,5,116.13,8.62,0.05,156.21,4.2773371,1.595741,0.3730688,27.15,2.02,0.01,36.52
original,6,0,1000,50,10,5,123.84,8.79,0.13,164.06,4.3116704,1.62851,0.3776982,28.72,2.04,0.03,38.05
original,8,0,1000,50,10,5,130.93,8.75,0.16,169.98,4.2241749,1.536531,0.363747,31.0,2.07,0.04,40.24
original,10,0,1000,50,10,5,135.17,8.94,0.11,175.34,4.3267994,1.65931,0.3834959,31.24,2.07,0.03,40.52
original,12,0,1000,50,10,5,138.53,9.05,0.15,178.84,4.3557176,1.705809,0.3916253,31.8,2.08,0.03,41.06
original,14,0,1000,50,10,5,138.83,9.14,0.16,179.23,4.3968499,1.702404,0.3871872,31.57,2.08,0.04,40.76
original,16,0,1000,50,10,5,142.58,9.22,0.1,183.27,4.4172161,1.753728,0.3970211,32.28,2.09,0.02,41.49
original,18,0,1000,50,10,5,145.55,9.4,0.14,186.94,4.5012198,1.826185,0.4057089,32.34,2.09,0.03,41.53
original,20,0,1000,50,10,5,146.4,9.46,0.17,188.11,4.5288838,1.845928,0.4075901,32.33,2.09,0.04,41.54
original,22,0,1000,50,10,5,150.3,9.54,0.08,192.27,4.5636853,1.880947,0.4121553,32.93,2.09,0.02,42.13
original,24,0,1000,50,10,5,150.91,9.56,0.17,193.14,4.5807141,1.892559,0.4131581,32.94,2.09,0.04,42.16
original,26,0,1000,50,10,5,153.13,9.67,0.17,195.77,4.6151149,1.944461,0.4213245,33.18,2.1,0.04,42.42
original,28,0,1000,50,10,5,159.63,9.95,0.07,203.3,4.7523038,2.074443,0.4365131,33.59,2.09,0.01,42.78
original,30,0,1000,50,10,5,155.74,9.73,0.14,198.64,4.6431514,1.986557,0.4278467,33.54,2.1,0.03,42.78
original,32,0,1000,50,10,5,161.29,10.05,0.17,205.26,4.782951,2.075046,0.4338422,33.72,2.1,0.04,42.91
original,34,0,1000,50,10,5,161.17,9.98,0.1,204.8,4.7478657,2.065042,0.4349411,33.95,2.1,0.02,43.14
original,36,0,1000,50,10,5,155.69,9.78,0.16,198.76,4.6621375,1.970021,0.4225575,33.39,2.1,0.03,42.63
original,38,0,1000,50,10,5,158.7,9.85,0.2,202.26,4.6956123,2.01302,0.4287023,33.8,2.1,0.04,43.07
original,40,0,1000,50,10,5,159.16,9.95,0.09,202.88,4.7385253,2.042411,0.4310225,33.59,2.1,0.02,42.82
original,42,0,1000,50,10,5,159.7,9.93,0.17,203.53,4.7262713,2.039183,0.431457,33.79,2.1,0.04,43.06
original,44,0,1000,50,10,5,160.11,9.9,0.15,203.84,4.7192419,2.053617,0.4351582,33.93,2.1,0.03,43.19
